id	slug	title	postStatus	blocking_ids	blocking_messages_snip
cmocfyt9q000k0n46csc0g7je	lt-reg-cs-hyperthyroidism-heat-intolerance	Why does hyperthyroidism cause heat intolerance?	NEEDS_REVIEW	educational_stub_language;content_nursing_implications;internal_link_recommendations;faq_content_when_required;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate	Placeholder or stub language detected (section_connects_stub). | Missing an H2-level nursing implications / practice implications section. | No internal link plan: verified lessons, anchor opportunities, related posts, and contract recommended links are all emp | Pathophysiology / disease-process drafts require at least four FAQ items for FAQPage value and learner depth. | Body contains banned filler / meta-instruction phrase: "this section connects the clinical question…" | Body contains Unicode en dash or em dash characters; use commas, colons, or ASCII hyphen for learner-facing HTML. | Pathophysiology long-form: more than one pair of H2 sections overlaps heavily (Jaccard > 0.52) — likely duplicated boile | Highest pairwise Jaccard similarity between major H2 sections is 0.90 (threshold 0.78). | Body word diversity is low (repetition ratio 8.34), suggesting padded or duplicated sections. | FAQ content appears both in the HTML body and in structured faqBlock — public pages would duplicate FAQs. | Body contains generated placeholder/template phrase: "this section connects the clinical question". | Repeated or near-duplicate sentences suggest generated filler inflated the article. | Body word count appears inflated by repeated low-diversity wording. | References do not appear relevant to the article title or target keyword. | Multiple H2 sections share overlapping prose (max section Jaccard 0.93; limit 0.48). | Primary keyword phrase is repeated too densely in the body (67 occurrences in ~3012 words).
cmocfysqf00040n462o9ttvdh	lt-reg-cs-hypocalcemia-tetany	Why does hypocalcemia cause tetany?	NEEDS_REVIEW	educational_stub_language;content_nursing_implications;internal_link_recommendations;faq_content_when_required;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate	Placeholder or stub language detected (section_connects_stub). | Missing an H2-level nursing implications / practice implications section. | No internal link plan: verified lessons, anchor opportunities, related posts, and contract recommended links are all emp | Pathophysiology / disease-process drafts require at least four FAQ items for FAQPage value and learner depth. | Body contains banned filler / meta-instruction phrase: "this section connects the clinical question…" | Body contains Unicode en dash or em dash characters; use commas, colons, or ASCII hyphen for learner-facing HTML. | Pathophysiology long-form: more than one pair of H2 sections overlaps heavily (Jaccard > 0.52) — likely duplicated boile | Highest pairwise Jaccard similarity between major H2 sections is 0.90 (threshold 0.78). | Body word diversity is low (repetition ratio 8.16), suggesting padded or duplicated sections. | FAQ content appears both in the HTML body and in structured faqBlock — public pages would duplicate FAQs. | Body contains generated placeholder/template phrase: "this section connects the clinical question". | Repeated or near-duplicate sentences suggest generated filler inflated the article. | Body word count appears inflated by repeated low-diversity wording. | References do not appear relevant to the article title or target keyword. | Multiple H2 sections share overlapping prose (max section Jaccard 0.93; limit 0.48). | Primary keyword phrase is repeated too densely in the body (67 occurrences in ~2945 words).
cmocfyty200180n462ya3bcql	lt-reg-cs-hypokalemia-u-waves-on-ecg	Why does hypokalemia cause U waves on ECG?	NEEDS_REVIEW	educational_stub_language;content_nursing_implications;internal_link_recommendations;faq_content_when_required;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate	Placeholder or stub language detected (section_connects_stub). | Missing an H2-level nursing implications / practice implications section. | No internal link plan: verified lessons, anchor opportunities, related posts, and contract recommended links are all emp | Pathophysiology / disease-process drafts require at least four FAQ items for FAQPage value and learner depth. | Body contains banned filler / meta-instruction phrase: "this section connects the clinical question…" | Body contains Unicode en dash or em dash characters; use commas, colons, or ASCII hyphen for learner-facing HTML. | Pathophysiology long-form: more than one pair of H2 sections overlaps heavily (Jaccard > 0.52) — likely duplicated boile | Highest pairwise Jaccard similarity between major H2 sections is 0.90 (threshold 0.78). | Body word diversity is low (repetition ratio 8.34), suggesting padded or duplicated sections. | FAQ content appears both in the HTML body and in structured faqBlock — public pages would duplicate FAQs. | Body contains generated placeholder/template phrase: "this section connects the clinical question". | Repeated or near-duplicate sentences suggest generated filler inflated the article. | Body word count appears inflated by repeated low-diversity wording. | References do not appear relevant to the article title or target keyword. | Multiple H2 sections share overlapping prose (max section Jaccard 0.93; limit 0.48). | Primary keyword phrase is repeated too densely in the body (67 occurrences in ~3146 words).
cmocfytz3001a0n46i5znl7op	lt-reg-cs-hypomagnesemia-ventricular-arrhythmias	Why does hypomagnesemia cause ventricular arrhythmias?	NEEDS_REVIEW	educational_stub_language;content_nursing_implications;internal_link_recommendations;faq_content_when_required;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate	Placeholder or stub language detected (section_connects_stub). | Missing an H2-level nursing implications / practice implications section. | No internal link plan: verified lessons, anchor opportunities, related posts, and contract recommended links are all emp | Pathophysiology / disease-process drafts require at least four FAQ items for FAQPage value and learner depth. | Body contains banned filler / meta-instruction phrase: "this section connects the clinical question…" | Body contains Unicode en dash or em dash characters; use commas, colons, or ASCII hyphen for learner-facing HTML. | Pathophysiology long-form: more than one pair of H2 sections overlaps heavily (Jaccard > 0.52) — likely duplicated boile | Highest pairwise Jaccard similarity between major H2 sections is 0.90 (threshold 0.78). | Body word diversity is low (repetition ratio 8.34), suggesting padded or duplicated sections. | FAQ content appears both in the HTML body and in structured faqBlock — public pages would duplicate FAQs. | Body contains generated placeholder/template phrase: "this section connects the clinical question". | Repeated or near-duplicate sentences suggest generated filler inflated the article. | Body word count appears inflated by repeated low-diversity wording. | References do not appear relevant to the article title or target keyword. | Multiple H2 sections share overlapping prose (max section Jaccard 0.93; limit 0.48). | Primary keyword phrase is repeated too densely in the body (67 occurrences in ~3012 words).
cmocfytxf00170n46jibcf8du	lt-reg-cs-hyponatremia-seizures	Why does hyponatremia cause seizures?	NEEDS_REVIEW	educational_stub_language;content_nursing_implications;internal_link_recommendations;faq_content_when_required;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate	Placeholder or stub language detected (section_connects_stub). | Missing an H2-level nursing implications / practice implications section. | No internal link plan: verified lessons, anchor opportunities, related posts, and contract recommended links are all emp | Pathophysiology / disease-process drafts require at least four FAQ items for FAQPage value and learner depth. | Body contains banned filler / meta-instruction phrase: "this section connects the clinical question…" | Body contains Unicode en dash or em dash characters; use commas, colons, or ASCII hyphen for learner-facing HTML. | Pathophysiology long-form: more than one pair of H2 sections overlaps heavily (Jaccard > 0.52) — likely duplicated boile | Highest pairwise Jaccard similarity between major H2 sections is 0.90 (threshold 0.78). | Body word diversity is low (repetition ratio 8.16), suggesting padded or duplicated sections. | FAQ content appears both in the HTML body and in structured faqBlock — public pages would duplicate FAQs. | Body contains generated placeholder/template phrase: "this section connects the clinical question". | Repeated or near-duplicate sentences suggest generated filler inflated the article. | Body word count appears inflated by repeated low-diversity wording. | References do not appear relevant to the article title or target keyword. | Multiple H2 sections share overlapping prose (max section Jaccard 0.93; limit 0.48). | Primary keyword phrase is repeated too densely in the body (67 occurrences in ~2945 words).
cmocfytal000l0n46754ut7w0	lt-reg-cs-hypothyroidism-bradycardia	Why does hypothyroidism cause bradycardia?	NEEDS_REVIEW	educational_stub_language;content_nursing_implications;internal_link_recommendations;faq_content_when_required;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate	Placeholder or stub language detected (section_connects_stub). | Missing an H2-level nursing implications / practice implications section. | No internal link plan: verified lessons, anchor opportunities, related posts, and contract recommended links are all emp | Pathophysiology / disease-process drafts require at least four FAQ items for FAQPage value and learner depth. | Body contains banned filler / meta-instruction phrase: "this section connects the clinical question…" | Body contains Unicode en dash or em dash characters; use commas, colons, or ASCII hyphen for learner-facing HTML. | Pathophysiology long-form: more than one pair of H2 sections overlaps heavily (Jaccard > 0.52) — likely duplicated boile | Highest pairwise Jaccard similarity between major H2 sections is 0.90 (threshold 0.78). | Body word diversity is low (repetition ratio 8.16), suggesting padded or duplicated sections. | FAQ content appears both in the HTML body and in structured faqBlock — public pages would duplicate FAQs. | Body contains generated placeholder/template phrase: "this section connects the clinical question". | Repeated or near-duplicate sentences suggest generated filler inflated the article. | Body word count appears inflated by repeated low-diversity wording. | References do not appear relevant to the article title or target keyword. | Multiple H2 sections share overlapping prose (max section Jaccard 0.93; limit 0.48). | Primary keyword phrase is repeated too densely in the body (67 occurrences in ~2945 words).
cmocfyt1l000e0n46k652ahif	lt-reg-cs-hypovolemic-shock-tachycardia	Why does hypovolemic shock cause tachycardia?	NEEDS_REVIEW	educational_stub_language;content_nursing_implications;internal_link_recommendations;faq_content_when_required;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate	Placeholder or stub language detected (section_connects_stub). | Missing an H2-level nursing implications / practice implications section. | No internal link plan: verified lessons, anchor opportunities, related posts, and contract recommended links are all emp | Pathophysiology / disease-process drafts require at least four FAQ items for FAQPage value and learner depth. | Body contains banned filler / meta-instruction phrase: "this section connects the clinical question…" | Body contains Unicode en dash or em dash characters; use commas, colons, or ASCII hyphen for learner-facing HTML. | Pathophysiology long-form: more than one pair of H2 sections overlaps heavily (Jaccard > 0.52) — likely duplicated boile | Highest pairwise Jaccard similarity between major H2 sections is 0.90 (threshold 0.78). | Body word diversity is low (repetition ratio 8.37), suggesting padded or duplicated sections. | FAQ content appears both in the HTML body and in structured faqBlock — public pages would duplicate FAQs. | Body contains generated placeholder/template phrase: "this section connects the clinical question". | Repeated or near-duplicate sentences suggest generated filler inflated the article. | Body word count appears inflated by repeated low-diversity wording. | References do not appear relevant to the article title or target keyword. | Multiple H2 sections share overlapping prose (max section Jaccard 0.93; limit 0.48). | Primary keyword phrase is repeated too densely in the body (67 occurrences in ~3015 words).
cmocfytmm000u0n46argpamxk	lt-reg-cs-increased-icp-widening-pulse-pressure	Why does increased ICP cause widening pulse pressure?	NEEDS_REVIEW	educational_stub_language;content_nursing_implications;internal_link_recommendations;faq_content_when_required;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate	Placeholder or stub language detected (section_connects_stub). | Missing an H2-level nursing implications / practice implications section. | No internal link plan: verified lessons, anchor opportunities, related posts, and contract recommended links are all emp | Pathophysiology / disease-process drafts require at least four FAQ items for FAQPage value and learner depth. | Body contains banned filler / meta-instruction phrase: "this section connects the clinical question…" | Body contains Unicode en dash or em dash characters; use commas, colons, or ASCII hyphen for learner-facing HTML. | Pathophysiology long-form: more than one pair of H2 sections overlaps heavily (Jaccard > 0.52) — likely duplicated boile | Highest pairwise Jaccard similarity between major H2 sections is 0.90 (threshold 0.78). | Body word diversity is low (repetition ratio 8.70), suggesting padded or duplicated sections. | FAQ content appears both in the HTML body and in structured faqBlock — public pages would duplicate FAQs. | Body contains generated placeholder/template phrase: "this section connects the clinical question". | Repeated or near-duplicate sentences suggest generated filler inflated the article. | Body word count appears inflated by repeated low-diversity wording. | References do not appear relevant to the article title or target keyword. | Multiple H2 sections share overlapping prose (max section Jaccard 0.93; limit 0.48). | Primary keyword phrase is repeated too densely in the body (67 occurrences in ~3149 words).
cmocfystu00070n461wi142i9	lt-reg-cs-left-sided-heart-failure-pulmonary-edema	Why does left-sided heart failure cause pulmonary edema?	NEEDS_REVIEW	educational_stub_language;content_nursing_implications;internal_link_recommendations;faq_content_when_required;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate	Placeholder or stub language detected (section_connects_stub). | Missing an H2-level nursing implications / practice implications section. | No internal link plan: verified lessons, anchor opportunities, related posts, and contract recommended links are all emp | Pathophysiology / disease-process drafts require at least four FAQ items for FAQPage value and learner depth. | Body contains banned filler / meta-instruction phrase: "this section connects the clinical question…" | Body contains Unicode en dash or em dash characters; use commas, colons, or ASCII hyphen for learner-facing HTML. | Pathophysiology long-form: more than one pair of H2 sections overlaps heavily (Jaccard > 0.52) — likely duplicated boile | Highest pairwise Jaccard similarity between major H2 sections is 0.90 (threshold 0.78). | Body word diversity is low (repetition ratio 8.73), suggesting padded or duplicated sections. | FAQ content appears both in the HTML body and in structured faqBlock — public pages would duplicate FAQs. | Body contains generated placeholder/template phrase: "this section connects the clinical question". | Repeated or near-duplicate sentences suggest generated filler inflated the article. | Body word count appears inflated by repeated low-diversity wording. | References do not appear relevant to the article title or target keyword. | Multiple H2 sections share overlapping prose (max section Jaccard 0.93; limit 0.48). | Primary keyword phrase is repeated too densely in the body (67 occurrences in ~3152 words).
cmocfysy2000b0n465cmlrtoc	lt-reg-cs-liver-failure-coagulopathy	Why does liver failure cause coagulopathy?	NEEDS_REVIEW	educational_stub_language;content_nursing_implications;internal_link_recommendations;faq_content_when_required;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate	Placeholder or stub language detected (section_connects_stub). | Missing an H2-level nursing implications / practice implications section. | No internal link plan: verified lessons, anchor opportunities, related posts, and contract recommended links are all emp | Pathophysiology / disease-process drafts require at least four FAQ items for FAQPage value and learner depth. | Body contains banned filler / meta-instruction phrase: "this section connects the clinical question…" | Body contains Unicode en dash or em dash characters; use commas, colons, or ASCII hyphen for learner-facing HTML. | Pathophysiology long-form: more than one pair of H2 sections overlaps heavily (Jaccard > 0.52) — likely duplicated boile | Highest pairwise Jaccard similarity between major H2 sections is 0.90 (threshold 0.78). | Body word diversity is low (repetition ratio 8.35), suggesting padded or duplicated sections. | FAQ content appears both in the HTML body and in structured faqBlock — public pages would duplicate FAQs. | Body contains generated placeholder/template phrase: "this section connects the clinical question". | Repeated or near-duplicate sentences suggest generated filler inflated the article. | Body word count appears inflated by repeated low-diversity wording. | References do not appear relevant to the article title or target keyword. | Multiple H2 sections share overlapping prose (max section Jaccard 0.93; limit 0.48). | Primary keyword phrase is repeated too densely in the body (67 occurrences in ~3015 words).
cmocfyt40000g0n46s6b6it7y	lt-reg-cs-meningitis-photophobia	Why does meningitis cause photophobia?	NEEDS_REVIEW	educational_stub_language;content_nursing_implications;internal_link_recommendations;faq_content_when_required;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate	Placeholder or stub language detected (section_connects_stub). | Missing an H2-level nursing implications / practice implications section. | No internal link plan: verified lessons, anchor opportunities, related posts, and contract recommended links are all emp | Pathophysiology / disease-process drafts require at least four FAQ items for FAQPage value and learner depth. | Body contains banned filler / meta-instruction phrase: "this section connects the clinical question…" | Body contains Unicode en dash or em dash characters; use commas, colons, or ASCII hyphen for learner-facing HTML. | Pathophysiology long-form: more than one pair of H2 sections overlaps heavily (Jaccard > 0.52) — likely duplicated boile | Highest pairwise Jaccard similarity between major H2 sections is 0.90 (threshold 0.78). | Body word diversity is low (repetition ratio 8.16), suggesting padded or duplicated sections. | FAQ content appears both in the HTML body and in structured faqBlock — public pages would duplicate FAQs. | Body contains generated placeholder/template phrase: "this section connects the clinical question". | Repeated or near-duplicate sentences suggest generated filler inflated the article. | Body word count appears inflated by repeated low-diversity wording. | References do not appear relevant to the article title or target keyword. | Multiple H2 sections share overlapping prose (max section Jaccard 0.93; limit 0.48). | Primary keyword phrase is repeated too densely in the body (67 occurrences in ~2945 words).
cmocfyu0f001c0n46pjs7rcco	lt-reg-cs-metabolic-alkalosis-hypokalemia	Why does metabolic alkalosis cause hypokalemia?	NEEDS_REVIEW	educational_stub_language;content_nursing_implications;internal_link_recommendations;faq_content_when_required;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate	Placeholder or stub language detected (section_connects_stub). | Missing an H2-level nursing implications / practice implications section. | No internal link plan: verified lessons, anchor opportunities, related posts, and contract recommended links are all emp | Pathophysiology / disease-process drafts require at least four FAQ items for FAQPage value and learner depth. | Body contains banned filler / meta-instruction phrase: "this section connects the clinical question…" | Body contains Unicode en dash or em dash characters; use commas, colons, or ASCII hyphen for learner-facing HTML. | Pathophysiology long-form: more than one pair of H2 sections overlaps heavily (Jaccard > 0.52) — likely duplicated boile | Highest pairwise Jaccard similarity between major H2 sections is 0.90 (threshold 0.78). | Body word diversity is low (repetition ratio 8.35), suggesting padded or duplicated sections. | FAQ content appears both in the HTML body and in structured faqBlock — public pages would duplicate FAQs. | Body contains generated placeholder/template phrase: "this section connects the clinical question". | Repeated or near-duplicate sentences suggest generated filler inflated the article. | Body word count appears inflated by repeated low-diversity wording. | References do not appear relevant to the article title or target keyword. | Multiple H2 sections share overlapping prose (max section Jaccard 0.93; limit 0.48). | Primary keyword phrase is repeated too densely in the body (67 occurrences in ~3015 words).
cmocfytub00130n46hnuuiqov	lt-reg-cs-myxedema-coma-hypothermia	Why does myxedema coma cause hypothermia?	NEEDS_REVIEW	educational_stub_language;content_nursing_implications;internal_link_recommendations;faq_content_when_required;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate	Placeholder or stub language detected (section_connects_stub). | Missing an H2-level nursing implications / practice implications section. | No internal link plan: verified lessons, anchor opportunities, related posts, and contract recommended links are all emp | Pathophysiology / disease-process drafts require at least four FAQ items for FAQPage value and learner depth. | Body contains banned filler / meta-instruction phrase: "this section connects the clinical question…" | Body contains Unicode en dash or em dash characters; use commas, colons, or ASCII hyphen for learner-facing HTML. | Pathophysiology long-form: more than one pair of H2 sections overlaps heavily (Jaccard > 0.52) — likely duplicated boile | Highest pairwise Jaccard similarity between major H2 sections is 0.90 (threshold 0.78). | Body word diversity is low (repetition ratio 8.37), suggesting padded or duplicated sections. | FAQ content appears both in the HTML body and in structured faqBlock — public pages would duplicate FAQs. | Body contains generated placeholder/template phrase: "this section connects the clinical question". | Repeated or near-duplicate sentences suggest generated filler inflated the article. | Body word count appears inflated by repeated low-diversity wording. | References do not appear relevant to the article title or target keyword. | Multiple H2 sections share overlapping prose (max section Jaccard 0.93; limit 0.48). | Primary keyword phrase is repeated too densely in the body (67 occurrences in ~3015 words).
cmocfytqm000z0n46b830zl24	lt-reg-cs-nephrotic-syndrome-edema	Why does nephrotic syndrome cause edema?	NEEDS_REVIEW	educational_stub_language;content_nursing_implications;internal_link_recommendations;faq_content_when_required;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate	Placeholder or stub language detected (section_connects_stub). | Missing an H2-level nursing implications / practice implications section. | No internal link plan: verified lessons, anchor opportunities, related posts, and contract recommended links are all emp | Pathophysiology / disease-process drafts require at least four FAQ items for FAQPage value and learner depth. | Body contains banned filler / meta-instruction phrase: "this section connects the clinical question…" | Body contains Unicode en dash or em dash characters; use commas, colons, or ASCII hyphen for learner-facing HTML. | Pathophysiology long-form: more than one pair of H2 sections overlaps heavily (Jaccard > 0.52) — likely duplicated boile | Highest pairwise Jaccard similarity between major H2 sections is 0.90 (threshold 0.78). | Body word diversity is low (repetition ratio 8.37), suggesting padded or duplicated sections. | FAQ content appears both in the HTML body and in structured faqBlock — public pages would duplicate FAQs. | Body contains generated placeholder/template phrase: "this section connects the clinical question". | Repeated or near-duplicate sentences suggest generated filler inflated the article. | Body word count appears inflated by repeated low-diversity wording. | References do not appear relevant to the article title or target keyword. | Multiple H2 sections share overlapping prose (max section Jaccard 0.93; limit 0.48). | Primary keyword phrase is repeated too densely in the body (67 occurrences in ~3015 words).
cmocfyt6u000i0n46duirm7pq	lt-reg-cs-pancreatitis-hypocalcemia	Why does pancreatitis cause hypocalcemia?	NEEDS_REVIEW	educational_stub_language;content_nursing_implications;internal_link_recommendations;faq_content_when_required;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate	Placeholder or stub language detected (section_connects_stub). | Missing an H2-level nursing implications / practice implications section. | No internal link plan: verified lessons, anchor opportunities, related posts, and contract recommended links are all emp | Pathophysiology / disease-process drafts require at least four FAQ items for FAQPage value and learner depth. | Body contains banned filler / meta-instruction phrase: "this section connects the clinical question…" | Body contains Unicode en dash or em dash characters; use commas, colons, or ASCII hyphen for learner-facing HTML. | Pathophysiology long-form: more than one pair of H2 sections overlaps heavily (Jaccard > 0.52) — likely duplicated boile | Highest pairwise Jaccard similarity between major H2 sections is 0.90 (threshold 0.78). | Body word diversity is low (repetition ratio 8.16), suggesting padded or duplicated sections. | FAQ content appears both in the HTML body and in structured faqBlock — public pages would duplicate FAQs. | Body contains generated placeholder/template phrase: "this section connects the clinical question". | Repeated or near-duplicate sentences suggest generated filler inflated the article. | Body word count appears inflated by repeated low-diversity wording. | References do not appear relevant to the article title or target keyword. | Multiple H2 sections share overlapping prose (max section Jaccard 0.93; limit 0.48). | Primary keyword phrase is repeated too densely in the body (67 occurrences in ~2945 words).
cmocfytd2000n0n46m3r9wjzj	lt-reg-cs-pericarditis-positional-chest-pain	Why does pericarditis cause positional chest pain?	NEEDS_REVIEW	educational_stub_language;content_nursing_implications;internal_link_recommendations;faq_content_when_required;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate	Placeholder or stub language detected (section_connects_stub). | Missing an H2-level nursing implications / practice implications section. | No internal link plan: verified lessons, anchor opportunities, related posts, and contract recommended links are all emp | Pathophysiology / disease-process drafts require at least four FAQ items for FAQPage value and learner depth. | Body contains banned filler / meta-instruction phrase: "this section connects the clinical question…" | Body contains Unicode en dash or em dash characters; use commas, colons, or ASCII hyphen for learner-facing HTML. | Pathophysiology long-form: more than one pair of H2 sections overlaps heavily (Jaccard > 0.52) — likely duplicated boile | Highest pairwise Jaccard similarity between major H2 sections is 0.90 (threshold 0.78). | Body word diversity is low (repetition ratio 8.54), suggesting padded or duplicated sections. | FAQ content appears both in the HTML body and in structured faqBlock — public pages would duplicate FAQs. | Body contains generated placeholder/template phrase: "this section connects the clinical question". | Repeated or near-duplicate sentences suggest generated filler inflated the article. | Body word count appears inflated by repeated low-diversity wording. | References do not appear relevant to the article title or target keyword. | Multiple H2 sections share overlapping prose (max section Jaccard 0.93; limit 0.48). | Primary keyword phrase is repeated too densely in the body (67 occurrences in ~3079 words).
cmocfytvu00150n46hxv8orwt	lt-reg-cs-pheochromocytoma-paroxysmal-hypertension	Why does pheochromocytoma cause paroxysmal hypertension?	NEEDS_REVIEW	educational_stub_language;content_nursing_implications;internal_link_recommendations;faq_content_when_required;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate	Placeholder or stub language detected (section_connects_stub). | Missing an H2-level nursing implications / practice implications section. | No internal link plan: verified lessons, anchor opportunities, related posts, and contract recommended links are all emp | Pathophysiology / disease-process drafts require at least four FAQ items for FAQPage value and learner depth. | Body contains banned filler / meta-instruction phrase: "this section connects the clinical question…" | Body contains Unicode en dash or em dash characters; use commas, colons, or ASCII hyphen for learner-facing HTML. | Pathophysiology long-form: more than one pair of H2 sections overlaps heavily (Jaccard > 0.52) — likely duplicated boile | Highest pairwise Jaccard similarity between major H2 sections is 0.90 (threshold 0.78). | Body word diversity is low (repetition ratio 8.36), suggesting padded or duplicated sections. | FAQ content appears both in the HTML body and in structured faqBlock — public pages would duplicate FAQs. | Body contains generated placeholder/template phrase: "this section connects the clinical question". | Repeated or near-duplicate sentences suggest generated filler inflated the article. | Body word count appears inflated by repeated low-diversity wording. | References do not appear relevant to the article title or target keyword. | Multiple H2 sections share overlapping prose (max section Jaccard 0.93; limit 0.48). | Primary keyword phrase is repeated too densely in the body (67 occurrences in ~3012 words).
cmocfysv700080n463by6wp3y	lt-reg-cs-pneumonia-hypoxemia	Why does pneumonia cause hypoxemia?	NEEDS_REVIEW	educational_stub_language;content_nursing_implications;internal_link_recommendations;faq_content_when_required;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate	Placeholder or stub language detected (section_connects_stub). | Missing an H2-level nursing implications / practice implications section. | No internal link plan: verified lessons, anchor opportunities, related posts, and contract recommended links are all emp | Pathophysiology / disease-process drafts require at least four FAQ items for FAQPage value and learner depth. | Body contains banned filler / meta-instruction phrase: "this section connects the clinical question…" | Body contains Unicode en dash or em dash characters; use commas, colons, or ASCII hyphen for learner-facing HTML. | Pathophysiology long-form: more than one pair of H2 sections overlaps heavily (Jaccard > 0.52) — likely duplicated boile | Highest pairwise Jaccard similarity between major H2 sections is 0.90 (threshold 0.78). | Body word diversity is low (repetition ratio 8.16), suggesting padded or duplicated sections. | FAQ content appears both in the HTML body and in structured faqBlock — public pages would duplicate FAQs. | Body contains generated placeholder/template phrase: "this section connects the clinical question". | Repeated or near-duplicate sentences suggest generated filler inflated the article. | Body word count appears inflated by repeated low-diversity wording. | References do not appear relevant to the article title or target keyword. | Multiple H2 sections share overlapping prose (max section Jaccard 0.93; limit 0.48). | Primary keyword phrase is repeated too densely in the body (67 occurrences in ~2945 words).
