rank,url,source,lastmod,httpStatus,noindex,issues,reindexPrerequisite
"123","https://nursenest.ca/blog/ar-intl-hemorrhagic-shock-resuscitation-intl-topic-037","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"124","https://nursenest.ca/blog/ar-intl-hemorrhagic-shock-resuscitation-intl-topic-065","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"125","https://nursenest.ca/blog/ar-intl-hemorrhagic-shock-resuscitation-intl-topic-093","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"126","https://nursenest.ca/blog/ar-intl-hemorrhagic-shock-resuscitation-intl-topic-121","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"127","https://nursenest.ca/blog/ar-intl-hospital-delirium-nonpharm-intl-topic-012","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"128","https://nursenest.ca/blog/ar-intl-hospital-delirium-nonpharm-intl-topic-040","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"129","https://nursenest.ca/blog/ar-intl-hospital-delirium-nonpharm-intl-topic-068","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"130","https://nursenest.ca/blog/ar-intl-hospital-delirium-nonpharm-intl-topic-096","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"131","https://nursenest.ca/blog/ar-intl-hospital-delirium-nonpharm-intl-topic-124","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"132","https://nursenest.ca/blog/ar-intl-hydroelectrolyte-na-ca-mg-intl-topic-026","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"133","https://nursenest.ca/blog/ar-intl-hydroelectrolyte-na-ca-mg-intl-topic-054","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"134","https://nursenest.ca/blog/ar-intl-hydroelectrolyte-na-ca-mg-intl-topic-082","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"135","https://nursenest.ca/blog/ar-intl-hydroelectrolyte-na-ca-mg-intl-topic-110","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"136","https://nursenest.ca/blog/ar-intl-hydroelectrolyte-na-ca-mg-intl-topic-138","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"137","https://nursenest.ca/blog/ar-intl-hypoglycemia-falls-intl-topic-003","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"138","https://nursenest.ca/blog/ar-intl-hypoglycemia-falls-intl-topic-031","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"139","https://nursenest.ca/blog/ar-intl-hypoglycemia-falls-intl-topic-059","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"140","https://nursenest.ca/blog/ar-intl-hypoglycemia-falls-intl-topic-087","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"141","https://nursenest.ca/blog/ar-intl-hypoglycemia-falls-intl-topic-115","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"142","https://nursenest.ca/blog/ar-intl-liver-encephalopathy-safety-intl-topic-019","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"143","https://nursenest.ca/blog/ar-intl-liver-encephalopathy-safety-intl-topic-047","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"144","https://nursenest.ca/blog/ar-intl-liver-encephalopathy-safety-intl-topic-075","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"145","https://nursenest.ca/blog/ar-intl-liver-encephalopathy-safety-intl-topic-103","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"146","https://nursenest.ca/blog/ar-intl-liver-encephalopathy-safety-intl-topic-131","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"147","https://nursenest.ca/blog/ar-intl-nephrotic-edema-monitoring-intl-topic-018","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"148","https://nursenest.ca/blog/ar-intl-nephrotic-edema-monitoring-intl-topic-046","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"149","https://nursenest.ca/blog/ar-intl-nephrotic-edema-monitoring-intl-topic-074","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"150","https://nursenest.ca/blog/ar-intl-nephrotic-edema-monitoring-intl-topic-102","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"151","https://nursenest.ca/blog/ar-intl-nephrotic-edema-monitoring-intl-topic-130","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"152","https://nursenest.ca/blog/ar-intl-neuro-deficit-abc-intl-topic-004","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"153","https://nursenest.ca/blog/ar-intl-neuro-deficit-abc-intl-topic-032","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"154","https://nursenest.ca/blog/ar-intl-neuro-deficit-abc-intl-topic-060","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"155","https://nursenest.ca/blog/ar-intl-neuro-deficit-abc-intl-topic-088","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"156","https://nursenest.ca/blog/ar-intl-neuro-deficit-abc-intl-topic-116","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"157","https://nursenest.ca/blog/ar-intl-pregnancy-preeclampsia-warnings-intl-topic-021","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"158","https://nursenest.ca/blog/ar-intl-pregnancy-preeclampsia-warnings-intl-topic-049","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"159","https://nursenest.ca/blog/ar-intl-pregnancy-preeclampsia-warnings-intl-topic-077","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"160","https://nursenest.ca/blog/ar-intl-pregnancy-preeclampsia-warnings-intl-topic-105","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"161","https://nursenest.ca/blog/ar-intl-pregnancy-preeclampsia-warnings-intl-topic-133","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"162","https://nursenest.ca/blog/ar-intl-pressure-injury-icu-intl-topic-010","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"163","https://nursenest.ca/blog/ar-intl-pressure-injury-icu-intl-topic-038","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"164","https://nursenest.ca/blog/ar-intl-pressure-injury-icu-intl-topic-066","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"165","https://nursenest.ca/blog/ar-intl-pressure-injury-icu-intl-topic-094","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"166","https://nursenest.ca/blog/ar-intl-pressure-injury-icu-intl-topic-122","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"167","https://nursenest.ca/blog/ar-intl-resp-failure-oxygen-intl-topic-006","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"168","https://nursenest.ca/blog/ar-intl-resp-failure-oxygen-intl-topic-034","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"169","https://nursenest.ca/blog/ar-intl-resp-failure-oxygen-intl-topic-062","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"170","https://nursenest.ca/blog/ar-intl-resp-failure-oxygen-intl-topic-090","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"171","https://nursenest.ca/blog/ar-intl-resp-failure-oxygen-intl-topic-118","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"172","https://nursenest.ca/blog/ar-intl-sepsis-early-care-intl-topic-001","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"173","https://nursenest.ca/blog/ar-intl-sepsis-early-care-intl-topic-029","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"174","https://nursenest.ca/blog/ar-intl-sepsis-early-care-intl-topic-057","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"175","https://nursenest.ca/blog/ar-intl-sepsis-early-care-intl-topic-085","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"176","https://nursenest.ca/blog/ar-intl-sepsis-early-care-intl-topic-113","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"177","https://nursenest.ca/blog/ar-intl-severe-pain-multimodal-intl-topic-011","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"178","https://nursenest.ca/blog/ar-intl-severe-pain-multimodal-intl-topic-039","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"179","https://nursenest.ca/blog/ar-intl-severe-pain-multimodal-intl-topic-067","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"180","https://nursenest.ca/blog/ar-intl-severe-pain-multimodal-intl-topic-095","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"181","https://nursenest.ca/blog/ar-intl-severe-pain-multimodal-intl-topic-123","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"182","https://nursenest.ca/blog/arbs-vs-ace-inhibitors-pharmacy-comparison","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"183","https://nursenest.ca/blog/arterial-blood-gas-basics-for-mlt-students","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"184","https://nursenest.ca/blog/assistive-technology-adl-basics-ot","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"185","https://nursenest.ca/blog/asthma-medications-pharmacology-explained","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"186","https://nursenest.ca/blog/asthma-stepwise-therapy-np-certification","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"187","https://nursenest.ca/blog/au-np-acp-abg-metabolic-respiratory-mixed-patterns-community-mental-health","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"188","https://nursenest.ca/blog/au-np-acp-abg-metabolic-respiratory-mixed-patterns-hospital-acute-interface","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"189","https://nursenest.ca/blog/au-np-acp-abg-metabolic-respiratory-mixed-patterns-primary-care-australia","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"190","https://nursenest.ca/blog/au-np-acp-abg-metabolic-respiratory-mixed-patterns-reproductive-womens-health","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"191","https://nursenest.ca/blog/au-np-acp-abg-metabolic-respiratory-mixed-patterns-rural-remote-australia","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"192","https://nursenest.ca/blog/au-np-acp-acute-undifferentiated-chest-pain-triage-community-mental-health","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"193","https://nursenest.ca/blog/au-np-acp-acute-undifferentiated-chest-pain-triage-hospital-acute-interface","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"194","https://nursenest.ca/blog/au-np-acp-acute-undifferentiated-chest-pain-triage-primary-care-australia","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"195","https://nursenest.ca/blog/au-np-acp-acute-undifferentiated-chest-pain-triage-reproductive-womens-health","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"196","https://nursenest.ca/blog/au-np-acp-acute-undifferentiated-chest-pain-triage-rural-remote-australia","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"197","https://nursenest.ca/blog/au-np-acp-advanced-respiratory-exam-adventitious-sounds-community-mental-health","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"198","https://nursenest.ca/blog/au-np-acp-advanced-respiratory-exam-adventitious-sounds-hospital-acute-interface","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"199","https://nursenest.ca/blog/au-np-acp-advanced-respiratory-exam-adventitious-sounds-primary-care-australia","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"200","https://nursenest.ca/blog/au-np-acp-advanced-respiratory-exam-adventitious-sounds-reproductive-womens-health","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"201","https://nursenest.ca/blog/au-np-acp-advanced-respiratory-exam-adventitious-sounds-rural-remote-australia","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"202","https://nursenest.ca/blog/au-np-acp-af-anticoagulation-decision-aids-educational-community-mental-health","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"203","https://nursenest.ca/blog/au-np-acp-af-anticoagulation-decision-aids-educational-hospital-acute-interface","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"204","https://nursenest.ca/blog/au-np-acp-af-anticoagulation-decision-aids-educational-primary-care-australia","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"205","https://nursenest.ca/blog/au-np-acp-af-anticoagulation-decision-aids-educational-reproductive-womens-health","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"206","https://nursenest.ca/blog/au-np-acp-af-anticoagulation-decision-aids-educational-rural-remote-australia","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"207","https://nursenest.ca/blog/au-np-acp-asthma-inhaler-technique-teach-back-community-mental-health","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"208","https://nursenest.ca/blog/au-np-acp-asthma-inhaler-technique-teach-back-hospital-acute-interface","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"209","https://nursenest.ca/blog/au-np-acp-asthma-inhaler-technique-teach-back-primary-care-australia","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"210","https://nursenest.ca/blog/au-np-acp-asthma-inhaler-technique-teach-back-reproductive-womens-health","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"211","https://nursenest.ca/blog/au-np-acp-asthma-inhaler-technique-teach-back-rural-remote-australia","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"212","https://nursenest.ca/blog/au-np-acp-australian-np-scope-nmba-endorsement-community-mental-health","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"213","https://nursenest.ca/blog/au-np-acp-australian-np-scope-nmba-endorsement-hospital-acute-interface","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"214","https://nursenest.ca/blog/au-np-acp-australian-np-scope-nmba-endorsement-primary-care-australia","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"215","https://nursenest.ca/blog/au-np-acp-australian-np-scope-nmba-endorsement-reproductive-womens-health","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"216","https://nursenest.ca/blog/au-np-acp-australian-np-scope-nmba-endorsement-rural-remote-australia","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"217","https://nursenest.ca/blog/au-np-acp-cardiovascular-gdmt-hf-bp-coaching-community-mental-health","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"218","https://nursenest.ca/blog/au-np-acp-cardiovascular-gdmt-hf-bp-coaching-hospital-acute-interface","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"219","https://nursenest.ca/blog/au-np-acp-cardiovascular-gdmt-hf-bp-coaching-primary-care-australia","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"220","https://nursenest.ca/blog/au-np-acp-cardiovascular-gdmt-hf-bp-coaching-reproductive-womens-health","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"221","https://nursenest.ca/blog/au-np-acp-cardiovascular-gdmt-hf-bp-coaching-rural-remote-australia","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"222","https://nursenest.ca/blog/au-np-acp-chronic-disease-longitudinal-panel-review-community-mental-health","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"223","https://nursenest.ca/blog/au-np-acp-chronic-disease-longitudinal-panel-review-hospital-acute-interface","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"224","https://nursenest.ca/blog/au-np-acp-chronic-disease-longitudinal-panel-review-primary-care-australia","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"225","https://nursenest.ca/blog/au-np-acp-chronic-disease-longitudinal-panel-review-reproductive-womens-health","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"226","https://nursenest.ca/blog/au-np-acp-chronic-disease-longitudinal-panel-review-rural-remote-australia","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"227","https://nursenest.ca/blog/au-np-acp-ckd-proteinuria-bp-targets-educational-community-mental-health","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"228","https://nursenest.ca/blog/au-np-acp-ckd-proteinuria-bp-targets-educational-hospital-acute-interface","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"229","https://nursenest.ca/blog/au-np-acp-ckd-proteinuria-bp-targets-educational-primary-care-australia","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"230","https://nursenest.ca/blog/au-np-acp-ckd-proteinuria-bp-targets-educational-reproductive-womens-health","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"231","https://nursenest.ca/blog/au-np-acp-ckd-proteinuria-bp-targets-educational-rural-remote-australia","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"232","https://nursenest.ca/blog/au-np-acp-clinical-documentation-defensibility-nsqhs-community-mental-health","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"233","https://nursenest.ca/blog/au-np-acp-clinical-documentation-defensibility-nsqhs-hospital-acute-interface","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"234","https://nursenest.ca/blog/au-np-acp-clinical-documentation-defensibility-nsqhs-primary-care-australia","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"235","https://nursenest.ca/blog/au-np-acp-clinical-documentation-defensibility-nsqhs-reproductive-womens-health","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"236","https://nursenest.ca/blog/au-np-acp-clinical-documentation-defensibility-nsqhs-rural-remote-australia","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"237","https://nursenest.ca/blog/au-np-acp-contraception-counselling-nonjudgmental-educational-community-mental-health","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"238","https://nursenest.ca/blog/au-np-acp-contraception-counselling-nonjudgmental-educational-hospital-acute-interface","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"239","https://nursenest.ca/blog/au-np-acp-contraception-counselling-nonjudgmental-educational-primary-care-australia","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
"240","https://nursenest.ca/blog/au-np-acp-contraception-counselling-nonjudgmental-educational-reproductive-womens-health","sitemap-blog","2026-05-09T12:00:00.000Z","200","false","canonical_missing|not_internally_linked|not_linked_from_hub","submit_after_canonical_internal_link_fix"
