slug	word_count	seo_title_len	seo_desc_len	canonical_ok	internal_link_count	title
new-grad-nursing-respectful-clinical-inquiry-gastroenterology-transition-longtail	3546	56	153	yes	12	Respectful clinical inquiry for New Graduate Nurses in gastroenterology: Transition-to-Practice Long-Tail Review
new-grad-nursing-respectful-clinical-inquiry-renal-and-nephrology-transition-longtail	3566	56	153	yes	12	Respectful clinical inquiry for New Graduate Nurses in renal and nephrology: Transition-to-Practice Long-Tail Review
new-grad-nursing-respectful-clinical-inquiry-cardiac-care-transition-longtail	3568	56	153	yes	12	Respectful clinical inquiry for New Graduate Nurses in cardiac care: Transition-to-Practice Long-Tail Review
new-grad-nursing-respectful-clinical-inquiry-pulmonary-care-transition-longtail	3589	56	153	yes	12	Respectful clinical inquiry for New Graduate Nurses in pulmonary care: Transition-to-Practice Long-Tail Review
new-grad-nursing-respectful-clinical-inquiry-community-health-transition-longtail	3613	56	153	yes	12	Respectful clinical inquiry for New Graduate Nurses in community health: Transition-to-Practice Long-Tail Review
new-grad-nursing-respectful-clinical-inquiry-home-health-transition-longtail	3589	56	153	yes	12	Respectful clinical inquiry for New Graduate Nurses in home health: Transition-to-Practice Long-Tail Review
new-grad-nursing-respectful-clinical-inquiry-inpatient-rehabilitation-transition-longtail	3547	56	153	yes	12	Respectful clinical inquiry for New Graduate Nurses in inpatient rehabilitation: Transition-to-Practice Long-Tail Review
new-grad-nursing-respectful-clinical-inquiry-psychiatric-inpatient-transition-longtail	3559	56	153	yes	12	Respectful clinical inquiry for New Graduate Nurses in psychiatric inpatient: Transition-to-Practice Long-Tail Review
new-grad-nursing-respectful-clinical-inquiry-perioperative-transition-longtail	3503	56	153	yes	12	Respectful clinical inquiry for New Graduate Nurses in perioperative: Transition-to-Practice Long-Tail Review
new-grad-nursing-respectful-clinical-inquiry-dialysis-transition-longtail	3587	56	153	yes	12	Respectful clinical inquiry for New Graduate Nurses in dialysis: Transition-to-Practice Long-Tail Review
new-grad-nursing-moral-distress-and-ethical-pause-medical-surgical-transition-longtail	3552	52	153	yes	12	Moral distress and ethical pause for New Graduate Nurses in medical-surgical: Transition-to-Practice Long-Tail Review
new-grad-nursing-moral-distress-and-ethical-pause-stepdown-transition-longtail	3560	52	153	yes	12	Moral distress and ethical pause for New Graduate Nurses in stepdown: Transition-to-Practice Long-Tail Review
new-grad-nursing-moral-distress-and-ethical-pause-telemetry-transition-longtail	3538	52	153	yes	12	Moral distress and ethical pause for New Graduate Nurses in telemetry: Transition-to-Practice Long-Tail Review
new-grad-nursing-moral-distress-and-ethical-pause-emergency-department-transition-longtail	3580	52	153	yes	12	Moral distress and ethical pause for New Graduate Nurses in emergency department: Transition-to-Practice Long-Tail Review
new-grad-nursing-moral-distress-and-ethical-pause-intensive-care-transition-longtail	3581	52	153	yes	12	Moral distress and ethical pause for New Graduate Nurses in intensive care: Transition-to-Practice Long-Tail Review
new-grad-nursing-moral-distress-and-ethical-pause-postpartum-transition-longtail	3533	52	153	yes	12	Moral distress and ethical pause for New Graduate Nurses in postpartum: Transition-to-Practice Long-Tail Review
new-grad-nursing-moral-distress-and-ethical-pause-pediatrics-transition-longtail	3527	52	153	yes	12	Moral distress and ethical pause for New Graduate Nurses in pediatrics: Transition-to-Practice Long-Tail Review
new-grad-nursing-moral-distress-and-ethical-pause-oncology-transition-longtail	3518	52	153	yes	12	Moral distress and ethical pause for New Graduate Nurses in oncology: Transition-to-Practice Long-Tail Review
new-grad-nursing-moral-distress-and-ethical-pause-orthopedics-transition-longtail	3585	52	153	yes	12	Moral distress and ethical pause for New Graduate Nurses in orthopedics: Transition-to-Practice Long-Tail Review
new-grad-nursing-moral-distress-and-ethical-pause-neurology-and-stroke-care-transition-longtail	3658	52	153	yes	12	Moral distress and ethical pause for New Graduate Nurses in neurology and stroke care: Transition-to-Practice Long-Tail Review
new-grad-nursing-moral-distress-and-ethical-pause-gastroenterology-transition-longtail	3558	52	153	yes	12	Moral distress and ethical pause for New Graduate Nurses in gastroenterology: Transition-to-Practice Long-Tail Review
new-grad-nursing-moral-distress-and-ethical-pause-renal-and-nephrology-transition-longtail	3584	52	153	yes	12	Moral distress and ethical pause for New Graduate Nurses in renal and nephrology: Transition-to-Practice Long-Tail Review
new-grad-nursing-moral-distress-and-ethical-pause-cardiac-care-transition-longtail	3577	52	153	yes	12	Moral distress and ethical pause for New Graduate Nurses in cardiac care: Transition-to-Practice Long-Tail Review
new-grad-nursing-moral-distress-and-ethical-pause-pulmonary-care-transition-longtail	3581	52	153	yes	12	Moral distress and ethical pause for New Graduate Nurses in pulmonary care: Transition-to-Practice Long-Tail Review
new-grad-nursing-moral-distress-and-ethical-pause-community-health-transition-longtail	3588	52	153	yes	12	Moral distress and ethical pause for New Graduate Nurses in community health: Transition-to-Practice Long-Tail Review
new-grad-nursing-moral-distress-and-ethical-pause-home-health-transition-longtail	3557	52	153	yes	12	Moral distress and ethical pause for New Graduate Nurses in home health: Transition-to-Practice Long-Tail Review
new-grad-nursing-moral-distress-and-ethical-pause-inpatient-rehabilitation-transition-longtail	3524	52	153	yes	12	Moral distress and ethical pause for New Graduate Nurses in inpatient rehabilitation: Transition-to-Practice Long-Tail Review
new-grad-nursing-moral-distress-and-ethical-pause-psychiatric-inpatient-transition-longtail	3610	52	153	yes	12	Moral distress and ethical pause for New Graduate Nurses in psychiatric inpatient: Transition-to-Practice Long-Tail Review
new-grad-nursing-moral-distress-and-ethical-pause-perioperative-transition-longtail	3523	52	153	yes	12	Moral distress and ethical pause for New Graduate Nurses in perioperative: Transition-to-Practice Long-Tail Review
new-grad-nursing-moral-distress-and-ethical-pause-dialysis-transition-longtail	3529	52	153	yes	12	Moral distress and ethical pause for New Graduate Nurses in dialysis: Transition-to-Practice Long-Tail Review
new-grad-nursing-residency-documentation-habits-medical-surgical-transition-longtail	3535	50	153	yes	12	Residency documentation habits for New Graduate Nurses in medical-surgical: Transition-to-Practice Long-Tail Review
new-grad-nursing-residency-documentation-habits-stepdown-transition-longtail	3519	50	153	yes	12	Residency documentation habits for New Graduate Nurses in stepdown: Transition-to-Practice Long-Tail Review
new-grad-nursing-residency-documentation-habits-telemetry-transition-longtail	3578	50	153	yes	12	Residency documentation habits for New Graduate Nurses in telemetry: Transition-to-Practice Long-Tail Review
new-grad-nursing-residency-documentation-habits-emergency-department-transition-longtail	3515	50	153	yes	12	Residency documentation habits for New Graduate Nurses in emergency department: Transition-to-Practice Long-Tail Review
new-grad-nursing-residency-documentation-habits-intensive-care-transition-longtail	3596	50	153	yes	12	Residency documentation habits for New Graduate Nurses in intensive care: Transition-to-Practice Long-Tail Review
new-grad-nursing-residency-documentation-habits-postpartum-transition-longtail	3516	50	153	yes	12	Residency documentation habits for New Graduate Nurses in postpartum: Transition-to-Practice Long-Tail Review
new-grad-nursing-residency-documentation-habits-pediatrics-transition-longtail	3560	50	153	yes	12	Residency documentation habits for New Graduate Nurses in pediatrics: Transition-to-Practice Long-Tail Review
new-grad-nursing-residency-documentation-habits-oncology-transition-longtail	3556	50	153	yes	12	Residency documentation habits for New Graduate Nurses in oncology: Transition-to-Practice Long-Tail Review
new-grad-nursing-residency-documentation-habits-orthopedics-transition-longtail	3574	50	153	yes	12	Residency documentation habits for New Graduate Nurses in orthopedics: Transition-to-Practice Long-Tail Review
new-grad-nursing-residency-documentation-habits-neurology-and-stroke-care-transition-longtail	3568	50	153	yes	12	Residency documentation habits for New Graduate Nurses in neurology and stroke care: Transition-to-Practice Long-Tail Review
new-grad-nursing-residency-documentation-habits-gastroenterology-transition-longtail	3515	50	153	yes	12	Residency documentation habits for New Graduate Nurses in gastroenterology: Transition-to-Practice Long-Tail Review
new-grad-nursing-residency-documentation-habits-renal-and-nephrology-transition-longtail	3626	50	153	yes	12	Residency documentation habits for New Graduate Nurses in renal and nephrology: Transition-to-Practice Long-Tail Review
new-grad-nursing-residency-documentation-habits-cardiac-care-transition-longtail	3532	50	153	yes	12	Residency documentation habits for New Graduate Nurses in cardiac care: Transition-to-Practice Long-Tail Review
new-grad-nursing-residency-documentation-habits-pulmonary-care-transition-longtail	3547	50	153	yes	12	Residency documentation habits for New Graduate Nurses in pulmonary care: Transition-to-Practice Long-Tail Review
new-grad-nursing-residency-documentation-habits-community-health-transition-longtail	3582	50	153	yes	12	Residency documentation habits for New Graduate Nurses in community health: Transition-to-Practice Long-Tail Review
new-grad-nursing-residency-documentation-habits-home-health-transition-longtail	3559	50	153	yes	12	Residency documentation habits for New Graduate Nurses in home health: Transition-to-Practice Long-Tail Review
new-grad-nursing-residency-documentation-habits-inpatient-rehabilitation-transition-longtail	3542	50	153	yes	12	Residency documentation habits for New Graduate Nurses in inpatient rehabilitation: Transition-to-Practice Long-Tail Review
new-grad-nursing-residency-documentation-habits-psychiatric-inpatient-transition-longtail	3584	50	153	yes	12	Residency documentation habits for New Graduate Nurses in psychiatric inpatient: Transition-to-Practice Long-Tail Review
new-grad-nursing-residency-documentation-habits-perioperative-transition-longtail	3570	50	153	yes	12	Residency documentation habits for New Graduate Nurses in perioperative: Transition-to-Practice Long-Tail Review
new-grad-nursing-residency-documentation-habits-dialysis-transition-longtail	3548	50	153	yes	12	Residency documentation habits for New Graduate Nurses in dialysis: Transition-to-Practice Long-Tail Review
new-grad-nursing-near-miss-learning-loops-medical-surgical-transition-longtail	3584	53	153	yes	12	Near-miss learning loops for New Graduate Nurses in medical-surgical: Transition-to-Practice Long-Tail Review
new-grad-nursing-near-miss-learning-loops-stepdown-transition-longtail	3558	53	153	yes	12	Near-miss learning loops for New Graduate Nurses in stepdown: Transition-to-Practice Long-Tail Review
new-grad-nursing-near-miss-learning-loops-telemetry-transition-longtail	3567	53	153	yes	12	Near-miss learning loops for New Graduate Nurses in telemetry: Transition-to-Practice Long-Tail Review
new-grad-nursing-near-miss-learning-loops-emergency-department-transition-longtail	3559	53	153	yes	12	Near-miss learning loops for New Graduate Nurses in emergency department: Transition-to-Practice Long-Tail Review
new-grad-nursing-near-miss-learning-loops-intensive-care-transition-longtail	3596	53	153	yes	12	Near-miss learning loops for New Graduate Nurses in intensive care: Transition-to-Practice Long-Tail Review
new-grad-nursing-near-miss-learning-loops-postpartum-transition-longtail	3609	53	153	yes	12	Near-miss learning loops for New Graduate Nurses in postpartum: Transition-to-Practice Long-Tail Review
new-grad-nursing-near-miss-learning-loops-pediatrics-transition-longtail	3531	53	153	yes	12	Near-miss learning loops for New Graduate Nurses in pediatrics: Transition-to-Practice Long-Tail Review
new-grad-nursing-near-miss-learning-loops-oncology-transition-longtail	3562	53	153	yes	12	Near-miss learning loops for New Graduate Nurses in oncology: Transition-to-Practice Long-Tail Review
new-grad-nursing-near-miss-learning-loops-orthopedics-transition-longtail	3502	53	153	yes	12	Near-miss learning loops for New Graduate Nurses in orthopedics: Transition-to-Practice Long-Tail Review
new-grad-nursing-near-miss-learning-loops-neurology-and-stroke-care-transition-longtail	3617	53	153	yes	12	Near-miss learning loops for New Graduate Nurses in neurology and stroke care: Transition-to-Practice Long-Tail Review
new-grad-nursing-near-miss-learning-loops-gastroenterology-transition-longtail	3539	53	153	yes	12	Near-miss learning loops for New Graduate Nurses in gastroenterology: Transition-to-Practice Long-Tail Review
new-grad-nursing-near-miss-learning-loops-renal-and-nephrology-transition-longtail	3546	53	153	yes	12	Near-miss learning loops for New Graduate Nurses in renal and nephrology: Transition-to-Practice Long-Tail Review
new-grad-nursing-near-miss-learning-loops-cardiac-care-transition-longtail	3553	53	153	yes	12	Near-miss learning loops for New Graduate Nurses in cardiac care: Transition-to-Practice Long-Tail Review
new-grad-nursing-near-miss-learning-loops-pulmonary-care-transition-longtail	3562	53	153	yes	12	Near-miss learning loops for New Graduate Nurses in pulmonary care: Transition-to-Practice Long-Tail Review
new-grad-nursing-near-miss-learning-loops-community-health-transition-longtail	3537	53	153	yes	12	Near-miss learning loops for New Graduate Nurses in community health: Transition-to-Practice Long-Tail Review
new-grad-nursing-near-miss-learning-loops-home-health-transition-longtail	3518	53	153	yes	12	Near-miss learning loops for New Graduate Nurses in home health: Transition-to-Practice Long-Tail Review
new-grad-nursing-near-miss-learning-loops-inpatient-rehabilitation-transition-longtail	3577	53	153	yes	12	Near-miss learning loops for New Graduate Nurses in inpatient rehabilitation: Transition-to-Practice Long-Tail Review
new-grad-nursing-near-miss-learning-loops-psychiatric-inpatient-transition-longtail	3544	53	153	yes	12	Near-miss learning loops for New Graduate Nurses in psychiatric inpatient: Transition-to-Practice Long-Tail Review
new-grad-nursing-near-miss-learning-loops-perioperative-transition-longtail	3588	53	153	yes	12	Near-miss learning loops for New Graduate Nurses in perioperative: Transition-to-Practice Long-Tail Review
new-grad-nursing-near-miss-learning-loops-dialysis-transition-longtail	3505	53	153	yes	12	Near-miss learning loops for New Graduate Nurses in dialysis: Transition-to-Practice Long-Tail Review
new-grad-nursing-sleep-and-boundary-planning-medical-surgical-transition-longtail	3591	56	153	yes	12	Sleep and boundary planning for New Graduate Nurses in medical-surgical: Transition-to-Practice Long-Tail Review
new-grad-nursing-sleep-and-boundary-planning-stepdown-transition-longtail	3520	56	153	yes	12	Sleep and boundary planning for New Graduate Nurses in stepdown: Transition-to-Practice Long-Tail Review
new-grad-nursing-sleep-and-boundary-planning-telemetry-transition-longtail	3637	56	153	yes	12	Sleep and boundary planning for New Graduate Nurses in telemetry: Transition-to-Practice Long-Tail Review
new-grad-nursing-sleep-and-boundary-planning-emergency-department-transition-longtail	3549	56	153	yes	12	Sleep and boundary planning for New Graduate Nurses in emergency department: Transition-to-Practice Long-Tail Review
new-grad-nursing-sleep-and-boundary-planning-intensive-care-transition-longtail	3558	56	153	yes	12	Sleep and boundary planning for New Graduate Nurses in intensive care: Transition-to-Practice Long-Tail Review
new-grad-nursing-sleep-and-boundary-planning-postpartum-transition-longtail	3569	56	153	yes	12	Sleep and boundary planning for New Graduate Nurses in postpartum: Transition-to-Practice Long-Tail Review
new-grad-nursing-sleep-and-boundary-planning-pediatrics-transition-longtail	3563	56	153	yes	12	Sleep and boundary planning for New Graduate Nurses in pediatrics: Transition-to-Practice Long-Tail Review
new-grad-nursing-sleep-and-boundary-planning-oncology-transition-longtail	3590	56	153	yes	12	Sleep and boundary planning for New Graduate Nurses in oncology: Transition-to-Practice Long-Tail Review
new-grad-nursing-sleep-and-boundary-planning-orthopedics-transition-longtail	3646	56	153	yes	12	Sleep and boundary planning for New Graduate Nurses in orthopedics: Transition-to-Practice Long-Tail Review
new-grad-nursing-sleep-and-boundary-planning-neurology-and-stroke-care-transition-longtail	3670	56	153	yes	12	Sleep and boundary planning for New Graduate Nurses in neurology and stroke care: Transition-to-Practice Long-Tail Review
new-grad-nursing-sleep-and-boundary-planning-gastroenterology-transition-longtail	3501	56	153	yes	12	Sleep and boundary planning for New Graduate Nurses in gastroenterology: Transition-to-Practice Long-Tail Review
new-grad-nursing-sleep-and-boundary-planning-renal-and-nephrology-transition-longtail	3599	56	153	yes	12	Sleep and boundary planning for New Graduate Nurses in renal and nephrology: Transition-to-Practice Long-Tail Review
new-grad-nursing-sleep-and-boundary-planning-cardiac-care-transition-longtail	3595	56	153	yes	12	Sleep and boundary planning for New Graduate Nurses in cardiac care: Transition-to-Practice Long-Tail Review
new-grad-nursing-sleep-and-boundary-planning-pulmonary-care-transition-longtail	3659	56	153	yes	12	Sleep and boundary planning for New Graduate Nurses in pulmonary care: Transition-to-Practice Long-Tail Review
new-grad-nursing-sleep-and-boundary-planning-community-health-transition-longtail	3589	56	153	yes	12	Sleep and boundary planning for New Graduate Nurses in community health: Transition-to-Practice Long-Tail Review
new-grad-nursing-sleep-and-boundary-planning-home-health-transition-longtail	3565	56	153	yes	12	Sleep and boundary planning for New Graduate Nurses in home health: Transition-to-Practice Long-Tail Review
new-grad-nursing-sleep-and-boundary-planning-inpatient-rehabilitation-transition-longtail	3556	56	153	yes	12	Sleep and boundary planning for New Graduate Nurses in inpatient rehabilitation: Transition-to-Practice Long-Tail Review
new-grad-nursing-sleep-and-boundary-planning-psychiatric-inpatient-transition-longtail	3616	56	153	yes	12	Sleep and boundary planning for New Graduate Nurses in psychiatric inpatient: Transition-to-Practice Long-Tail Review
new-grad-nursing-sleep-and-boundary-planning-perioperative-transition-longtail	3609	56	153	yes	12	Sleep and boundary planning for New Graduate Nurses in perioperative: Transition-to-Practice Long-Tail Review
new-grad-nursing-sleep-and-boundary-planning-dialysis-transition-longtail	3541	56	153	yes	12	Sleep and boundary planning for New Graduate Nurses in dialysis: Transition-to-Practice Long-Tail Review
new-grad-nursing-preceptor-feedback-cycles-medical-surgical-transition-longtail	3580	54	153	yes	12	Preceptor feedback cycles for New Graduate Nurses in medical-surgical: Transition-to-Practice Long-Tail Review
new-grad-nursing-preceptor-feedback-cycles-stepdown-transition-longtail	3502	54	153	yes	12	Preceptor feedback cycles for New Graduate Nurses in stepdown: Transition-to-Practice Long-Tail Review
new-grad-nursing-preceptor-feedback-cycles-telemetry-transition-longtail	3580	54	153	yes	12	Preceptor feedback cycles for New Graduate Nurses in telemetry: Transition-to-Practice Long-Tail Review
new-grad-nursing-preceptor-feedback-cycles-emergency-department-transition-longtail	3605	54	153	yes	12	Preceptor feedback cycles for New Graduate Nurses in emergency department: Transition-to-Practice Long-Tail Review
new-grad-nursing-preceptor-feedback-cycles-intensive-care-transition-longtail	3599	54	153	yes	12	Preceptor feedback cycles for New Graduate Nurses in intensive care: Transition-to-Practice Long-Tail Review
new-grad-nursing-preceptor-feedback-cycles-postpartum-transition-longtail	3507	54	153	yes	12	Preceptor feedback cycles for New Graduate Nurses in postpartum: Transition-to-Practice Long-Tail Review
new-grad-nursing-preceptor-feedback-cycles-pediatrics-transition-longtail	3609	54	153	yes	12	Preceptor feedback cycles for New Graduate Nurses in pediatrics: Transition-to-Practice Long-Tail Review
new-grad-nursing-preceptor-feedback-cycles-oncology-transition-longtail	3561	54	153	yes	12	Preceptor feedback cycles for New Graduate Nurses in oncology: Transition-to-Practice Long-Tail Review
new-grad-nursing-preceptor-feedback-cycles-orthopedics-transition-longtail	3552	54	153	yes	12	Preceptor feedback cycles for New Graduate Nurses in orthopedics: Transition-to-Practice Long-Tail Review
new-grad-nursing-preceptor-feedback-cycles-neurology-and-stroke-care-transition-longtail	3570	54	153	yes	12	Preceptor feedback cycles for New Graduate Nurses in neurology and stroke care: Transition-to-Practice Long-Tail Review
new-grad-nursing-preceptor-feedback-cycles-gastroenterology-transition-longtail	3527	54	153	yes	12	Preceptor feedback cycles for New Graduate Nurses in gastroenterology: Transition-to-Practice Long-Tail Review
new-grad-nursing-preceptor-feedback-cycles-renal-and-nephrology-transition-longtail	3554	54	153	yes	12	Preceptor feedback cycles for New Graduate Nurses in renal and nephrology: Transition-to-Practice Long-Tail Review
new-grad-nursing-preceptor-feedback-cycles-cardiac-care-transition-longtail	3536	54	153	yes	12	Preceptor feedback cycles for New Graduate Nurses in cardiac care: Transition-to-Practice Long-Tail Review
new-grad-nursing-preceptor-feedback-cycles-pulmonary-care-transition-longtail	3549	54	153	yes	12	Preceptor feedback cycles for New Graduate Nurses in pulmonary care: Transition-to-Practice Long-Tail Review
new-grad-nursing-preceptor-feedback-cycles-community-health-transition-longtail	3609	54	153	yes	12	Preceptor feedback cycles for New Graduate Nurses in community health: Transition-to-Practice Long-Tail Review
new-grad-nursing-preceptor-feedback-cycles-home-health-transition-longtail	3542	54	153	yes	12	Preceptor feedback cycles for New Graduate Nurses in home health: Transition-to-Practice Long-Tail Review
new-grad-nursing-preceptor-feedback-cycles-inpatient-rehabilitation-transition-longtail	3569	54	153	yes	12	Preceptor feedback cycles for New Graduate Nurses in inpatient rehabilitation: Transition-to-Practice Long-Tail Review
new-grad-nursing-preceptor-feedback-cycles-psychiatric-inpatient-transition-longtail	3536	54	153	yes	12	Preceptor feedback cycles for New Graduate Nurses in psychiatric inpatient: Transition-to-Practice Long-Tail Review
new-grad-nursing-preceptor-feedback-cycles-perioperative-transition-longtail	3544	54	153	yes	12	Preceptor feedback cycles for New Graduate Nurses in perioperative: Transition-to-Practice Long-Tail Review
new-grad-nursing-preceptor-feedback-cycles-dialysis-transition-longtail	3519	54	153	yes	12	Preceptor feedback cycles for New Graduate Nurses in dialysis: Transition-to-Practice Long-Tail Review
new-grad-nursing-ngn-style-clinical-judgment-habits-medical-surgical-transition-longtail	3537	54	153	yes	12	NGN-style clinical judgment habits for New Graduate Nurses in medical-surgical: Transition-to-Practice Long-Tail Review
new-grad-nursing-ngn-style-clinical-judgment-habits-stepdown-transition-longtail	3541	54	153	yes	12	NGN-style clinical judgment habits for New Graduate Nurses in stepdown: Transition-to-Practice Long-Tail Review
new-grad-nursing-ngn-style-clinical-judgment-habits-telemetry-transition-longtail	3542	54	153	yes	12	NGN-style clinical judgment habits for New Graduate Nurses in telemetry: Transition-to-Practice Long-Tail Review
new-grad-nursing-ngn-style-clinical-judgment-habits-emergency-department-transition-longtail	3571	54	153	yes	12	NGN-style clinical judgment habits for New Graduate Nurses in emergency department: Transition-to-Practice Long-Tail Review
new-grad-nursing-ngn-style-clinical-judgment-habits-intensive-care-transition-longtail	3561	54	153	yes	12	NGN-style clinical judgment habits for New Graduate Nurses in intensive care: Transition-to-Practice Long-Tail Review
new-grad-nursing-ngn-style-clinical-judgment-habits-postpartum-transition-longtail	3640	54	153	yes	12	NGN-style clinical judgment habits for New Graduate Nurses in postpartum: Transition-to-Practice Long-Tail Review
new-grad-nursing-ngn-style-clinical-judgment-habits-pediatrics-transition-longtail	3604	54	153	yes	12	NGN-style clinical judgment habits for New Graduate Nurses in pediatrics: Transition-to-Practice Long-Tail Review
new-grad-nursing-ngn-style-clinical-judgment-habits-oncology-transition-longtail	3616	54	153	yes	12	NGN-style clinical judgment habits for New Graduate Nurses in oncology: Transition-to-Practice Long-Tail Review
new-grad-nursing-ngn-style-clinical-judgment-habits-orthopedics-transition-longtail	3594	54	153	yes	12	NGN-style clinical judgment habits for New Graduate Nurses in orthopedics: Transition-to-Practice Long-Tail Review
new-grad-nursing-ngn-style-clinical-judgment-habits-neurology-and-stroke-care-transition-longtail	3582	54	153	yes	12	NGN-style clinical judgment habits for New Graduate Nurses in neurology and stroke care: Transition-to-Practice Long-Tail Review
new-grad-nursing-ngn-style-clinical-judgment-habits-gastroenterology-transition-longtail	3565	54	153	yes	12	NGN-style clinical judgment habits for New Graduate Nurses in gastroenterology: Transition-to-Practice Long-Tail Review
new-grad-nursing-ngn-style-clinical-judgment-habits-renal-and-nephrology-transition-longtail	3548	54	153	yes	12	NGN-style clinical judgment habits for New Graduate Nurses in renal and nephrology: Transition-to-Practice Long-Tail Review
new-grad-nursing-ngn-style-clinical-judgment-habits-cardiac-care-transition-longtail	3600	54	153	yes	12	NGN-style clinical judgment habits for New Graduate Nurses in cardiac care: Transition-to-Practice Long-Tail Review
new-grad-nursing-ngn-style-clinical-judgment-habits-pulmonary-care-transition-longtail	3550	54	153	yes	12	NGN-style clinical judgment habits for New Graduate Nurses in pulmonary care: Transition-to-Practice Long-Tail Review
new-grad-nursing-ngn-style-clinical-judgment-habits-community-health-transition-longtail	3564	54	153	yes	12	NGN-style clinical judgment habits for New Graduate Nurses in community health: Transition-to-Practice Long-Tail Review
new-grad-nursing-ngn-style-clinical-judgment-habits-home-health-transition-longtail	3637	54	153	yes	12	NGN-style clinical judgment habits for New Graduate Nurses in home health: Transition-to-Practice Long-Tail Review
new-grad-nursing-ngn-style-clinical-judgment-habits-inpatient-rehabilitation-transition-longtail	3618	54	153	yes	12	NGN-style clinical judgment habits for New Graduate Nurses in inpatient rehabilitation: Transition-to-Practice Long-Tail Review
new-grad-nursing-ngn-style-clinical-judgment-habits-psychiatric-inpatient-transition-longtail	3617	54	153	yes	12	NGN-style clinical judgment habits for New Graduate Nurses in psychiatric inpatient: Transition-to-Practice Long-Tail Review
new-grad-nursing-ngn-style-clinical-judgment-habits-perioperative-transition-longtail	3527	54	153	yes	12	NGN-style clinical judgment habits for New Graduate Nurses in perioperative: Transition-to-Practice Long-Tail Review
new-grad-nursing-ngn-style-clinical-judgment-habits-dialysis-transition-longtail	3560	54	153	yes	12	NGN-style clinical judgment habits for New Graduate Nurses in dialysis: Transition-to-Practice Long-Tail Review
new-grad-nursing-handoff-risk-reduction-medical-surgical-transition-longtail	3515	51	153	yes	12	Handoff risk reduction for New Graduate Nurses in medical-surgical: Transition-to-Practice Long-Tail Review
new-grad-nursing-handoff-risk-reduction-stepdown-transition-longtail	3564	51	153	yes	12	Handoff risk reduction for New Graduate Nurses in stepdown: Transition-to-Practice Long-Tail Review
new-grad-nursing-handoff-risk-reduction-telemetry-transition-longtail	3509	51	153	yes	12	Handoff risk reduction for New Graduate Nurses in telemetry: Transition-to-Practice Long-Tail Review
new-grad-nursing-handoff-risk-reduction-emergency-department-transition-longtail	3638	51	153	yes	12	Handoff risk reduction for New Graduate Nurses in emergency department: Transition-to-Practice Long-Tail Review
new-grad-nursing-handoff-risk-reduction-intensive-care-transition-longtail	3556	51	153	yes	12	Handoff risk reduction for New Graduate Nurses in intensive care: Transition-to-Practice Long-Tail Review
new-grad-nursing-handoff-risk-reduction-postpartum-transition-longtail	3555	51	153	yes	12	Handoff risk reduction for New Graduate Nurses in postpartum: Transition-to-Practice Long-Tail Review
new-grad-nursing-handoff-risk-reduction-pediatrics-transition-longtail	3557	51	153	yes	12	Handoff risk reduction for New Graduate Nurses in pediatrics: Transition-to-Practice Long-Tail Review
new-grad-nursing-handoff-risk-reduction-oncology-transition-longtail	3591	51	153	yes	12	Handoff risk reduction for New Graduate Nurses in oncology: Transition-to-Practice Long-Tail Review
new-grad-nursing-handoff-risk-reduction-orthopedics-transition-longtail	3655	51	153	yes	12	Handoff risk reduction for New Graduate Nurses in orthopedics: Transition-to-Practice Long-Tail Review
new-grad-nursing-handoff-risk-reduction-neurology-and-stroke-care-transition-longtail	3530	51	153	yes	12	Handoff risk reduction for New Graduate Nurses in neurology and stroke care: Transition-to-Practice Long-Tail Review
new-grad-nursing-handoff-risk-reduction-gastroenterology-transition-longtail	3545	51	153	yes	12	Handoff risk reduction for New Graduate Nurses in gastroenterology: Transition-to-Practice Long-Tail Review
new-grad-nursing-handoff-risk-reduction-renal-and-nephrology-transition-longtail	3545	51	153	yes	12	Handoff risk reduction for New Graduate Nurses in renal and nephrology: Transition-to-Practice Long-Tail Review
new-grad-nursing-handoff-risk-reduction-cardiac-care-transition-longtail	3567	51	153	yes	12	Handoff risk reduction for New Graduate Nurses in cardiac care: Transition-to-Practice Long-Tail Review
new-grad-nursing-handoff-risk-reduction-pulmonary-care-transition-longtail	3581	51	153	yes	12	Handoff risk reduction for New Graduate Nurses in pulmonary care: Transition-to-Practice Long-Tail Review
new-grad-nursing-handoff-risk-reduction-community-health-transition-longtail	3598	51	153	yes	12	Handoff risk reduction for New Graduate Nurses in community health: Transition-to-Practice Long-Tail Review
new-grad-nursing-handoff-risk-reduction-home-health-transition-longtail	3567	51	153	yes	12	Handoff risk reduction for New Graduate Nurses in home health: Transition-to-Practice Long-Tail Review
new-grad-nursing-handoff-risk-reduction-inpatient-rehabilitation-transition-longtail	3544	51	153	yes	12	Handoff risk reduction for New Graduate Nurses in inpatient rehabilitation: Transition-to-Practice Long-Tail Review
new-grad-nursing-handoff-risk-reduction-psychiatric-inpatient-transition-longtail	3501	51	153	yes	12	Handoff risk reduction for New Graduate Nurses in psychiatric inpatient: Transition-to-Practice Long-Tail Review
new-grad-nursing-handoff-risk-reduction-perioperative-transition-longtail	3639	51	153	yes	12	Handoff risk reduction for New Graduate Nurses in perioperative: Transition-to-Practice Long-Tail Review
new-grad-nursing-handoff-risk-reduction-dialysis-transition-longtail	3556	51	153	yes	12	Handoff risk reduction for New Graduate Nurses in dialysis: Transition-to-Practice Long-Tail Review
