slug,word_count,title
"rex-pn-rpn-hand-hygiene-five-moments-canada-delegation-ucp-canada",2225,"""Hand hygiene, moments, and audit language used in Canadian facilities: Delegation and unregulated care provider collaboration (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-hand-hygiene-five-moments-canada-documentation-exam-focus",2222,"""Hand hygiene, moments, and audit language used in Canadian facilities: Documentation expectations on Canadian PN exams (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-hand-hygiene-five-moments-canada-home-community-nursing-canada",2231,"""Hand hygiene, moments, and audit language used in Canadian facilities: Home and community care realities for RPN practice (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-hand-hygiene-five-moments-canada-ipac-routine-practices-canada",2223,"""Hand hygiene, moments, and audit language used in Canadian facilities: IPAC routine practices and outbreak language (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-hand-hygiene-five-moments-canada-ltc-ontario-shift-realities",2229,"""Hand hygiene, moments, and audit language used in Canadian facilities: LTC shift realities and resident-centred pacing (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-hand-hygiene-five-moments-canada-medication-safety-mar-canada",2231,"""Hand hygiene, moments, and audit language used in Canadian facilities: Medication safety, MAR checks, and high-alert vigilance (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-hand-hygiene-five-moments-canada-patient-teaching-health-literacy",2225,"""Hand hygiene, moments, and audit language used in Canadian facilities: Patient teaching and health literacy for Canadian PN learners (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-hand-hygiene-five-moments-canada-rex-pn-ngn-item-thinking",2229,"""Hand hygiene, moments, and audit language used in Canadian facilities: REx-PN and NGN-style case thinking (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-hand-hygiene-five-moments-canada-sbar-escalation-canada",2227,"""Hand hygiene, moments, and audit language used in Canadian facilities: SBAR, escalation, and interprofessional handoff discipline (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-heart-failure-daily-weights-canada-acute-med-surg-canada",2214,"""Heart failure monitoring, daily weights, and fluid teaching: Acute med-surg priorities for practical nurses (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-heart-failure-daily-weights-canada-clinical-judgment-priorities",2192,"""Heart failure monitoring, daily weights, and fluid teaching: Clinical judgment and prioritization drills (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-heart-failure-daily-weights-canada-delegation-ucp-canada",2211,"""Heart failure monitoring, daily weights, and fluid teaching: Delegation and unregulated care provider collaboration (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-heart-failure-daily-weights-canada-documentation-exam-focus",2203,"""Heart failure monitoring, daily weights, and fluid teaching: Documentation expectations on Canadian PN exams (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-heart-failure-daily-weights-canada-home-community-nursing-canada",2204,"""Heart failure monitoring, daily weights, and fluid teaching: Home and community care realities for RPN practice (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-heart-failure-daily-weights-canada-ipac-routine-practices-canada",2200,"""Heart failure monitoring, daily weights, and fluid teaching: IPAC routine practices and outbreak language (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-heart-failure-daily-weights-canada-ltc-ontario-shift-realities",2212,"""Heart failure monitoring, daily weights, and fluid teaching: LTC shift realities and resident-centred pacing (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-heart-failure-daily-weights-canada-medication-safety-mar-canada",2219,"""Heart failure monitoring, daily weights, and fluid teaching: Medication safety, MAR checks, and high-alert vigilance (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-heart-failure-daily-weights-canada-patient-teaching-health-literacy",2210,"""Heart failure monitoring, daily weights, and fluid teaching: Patient teaching and health literacy for Canadian PN learners (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-heart-failure-daily-weights-canada-rex-pn-ngn-item-thinking",2196,"""Heart failure monitoring, daily weights, and fluid teaching: REx-PN and NGN-style case thinking (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-heart-failure-daily-weights-canada-sbar-escalation-canada",2203,"""Heart failure monitoring, daily weights, and fluid teaching: SBAR, escalation, and interprofessional handoff discipline (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-indigenous-cultural-safety-exam-prep-canada-acute-med-surg-canada",2250,"""Indigenous cultural safety as exam-prep considerations for Canadian PN learners: Acute med-surg priorities for practical nurses (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-indigenous-cultural-safety-exam-prep-canada-clinical-judgment-priorities",2228,"""Indigenous cultural safety as exam-prep considerations for Canadian PN learners: Clinical judgment and prioritization drills (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-indigenous-cultural-safety-exam-prep-canada-delegation-ucp-canada",2247,"""Indigenous cultural safety as exam-prep considerations for Canadian PN learners: Delegation and unregulated care provider collaboration (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-indigenous-cultural-safety-exam-prep-canada-documentation-exam-focus",2236,"""Indigenous cultural safety as exam-prep considerations for Canadian PN learners: Documentation expectations on Canadian PN exams (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-indigenous-cultural-safety-exam-prep-canada-home-community-nursing-canada",2244,"""Indigenous cultural safety as exam-prep considerations for Canadian PN learners: Home and community care realities for RPN practice (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-indigenous-cultural-safety-exam-prep-canada-ipac-routine-practices-canada",2243,"""Indigenous cultural safety as exam-prep considerations for Canadian PN learners: IPAC routine practices and outbreak language (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-indigenous-cultural-safety-exam-prep-canada-ltc-ontario-shift-realities",2257,"""Indigenous cultural safety as exam-prep considerations for Canadian PN learners: LTC shift realities and resident-centred pacing (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-indigenous-cultural-safety-exam-prep-canada-medication-safety-mar-canada",2249,"""Indigenous cultural safety as exam-prep considerations for Canadian PN learners: Medication safety, MAR checks, and high-alert vigilance (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-indigenous-cultural-safety-exam-prep-canada-patient-teaching-health-literacy",2251,"""Indigenous cultural safety as exam-prep considerations for Canadian PN learners: Patient teaching and health literacy for Canadian PN learners (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-indigenous-cultural-safety-exam-prep-canada-rex-pn-ngn-item-thinking",2236,"""Indigenous cultural safety as exam-prep considerations for Canadian PN learners: REx-PN and NGN-style case thinking (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-indigenous-cultural-safety-exam-prep-canada-sbar-escalation-canada",2245,"""Indigenous cultural safety as exam-prep considerations for Canadian PN learners: SBAR, escalation, and interprofessional handoff discipline (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-iv-site-assessment-infiltration-canada-acute-med-surg-canada",2218,"""Peripheral IV site assessment, phlebitis cues, and infiltration surveillance: Acute med-surg priorities for practical nurses (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-iv-site-assessment-infiltration-canada-clinical-judgment-priorities",2210,"""Peripheral IV site assessment, phlebitis cues, and infiltration surveillance: Clinical judgment and prioritization drills (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-iv-site-assessment-infiltration-canada-delegation-ucp-canada",2214,"""Peripheral IV site assessment, phlebitis cues, and infiltration surveillance: Delegation and unregulated care provider collaboration (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-iv-site-assessment-infiltration-canada-documentation-exam-focus",2209,"""Peripheral IV site assessment, phlebitis cues, and infiltration surveillance: Documentation expectations on Canadian PN exams (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-iv-site-assessment-infiltration-canada-home-community-nursing-canada",2219,"""Peripheral IV site assessment, phlebitis cues, and infiltration surveillance: Home and community care realities for RPN practice (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-iv-site-assessment-infiltration-canada-ipac-routine-practices-canada",2210,"""Peripheral IV site assessment, phlebitis cues, and infiltration surveillance: IPAC routine practices and outbreak language (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-iv-site-assessment-infiltration-canada-ltc-ontario-shift-realities",2218,"""Peripheral IV site assessment, phlebitis cues, and infiltration surveillance: LTC shift realities and resident-centred pacing (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-iv-site-assessment-infiltration-canada-medication-safety-mar-canada",2218,"""Peripheral IV site assessment, phlebitis cues, and infiltration surveillance: Medication safety, MAR checks, and high-alert vigilance (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-iv-site-assessment-infiltration-canada-patient-teaching-health-literacy",2214,"""Peripheral IV site assessment, phlebitis cues, and infiltration surveillance: Patient teaching and health literacy for Canadian PN learners (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-iv-site-assessment-infiltration-canada-rex-pn-ngn-item-thinking",2214,"""Peripheral IV site assessment, phlebitis cues, and infiltration surveillance: REx-PN and NGN-style case thinking (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-iv-site-assessment-infiltration-canada-sbar-escalation-canada",2215,"""Peripheral IV site assessment, phlebitis cues, and infiltration surveillance: SBAR, escalation, and interprofessional handoff discipline (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-medication-reconciliation-mar-canada-acute-med-surg-canada",2187,"""Medication reconciliation at transitions of care: Acute med-surg priorities for practical nurses (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-medication-reconciliation-mar-canada-clinical-judgment-priorities",2174,"""Medication reconciliation at transitions of care: Clinical judgment and prioritization drills (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-medication-reconciliation-mar-canada-delegation-ucp-canada",2181,"""Medication reconciliation at transitions of care: Delegation and unregulated care provider collaboration (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-medication-reconciliation-mar-canada-documentation-exam-focus",2179,"""Medication reconciliation at transitions of care: Documentation expectations on Canadian PN exams (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-medication-reconciliation-mar-canada-home-community-nursing-canada",2183,"""Medication reconciliation at transitions of care: Home and community care realities for RPN practice (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-medication-reconciliation-mar-canada-ipac-routine-practices-canada",2174,"""Medication reconciliation at transitions of care: IPAC routine practices and outbreak language (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-medication-reconciliation-mar-canada-ltc-ontario-shift-realities",2188,"""Medication reconciliation at transitions of care: LTC shift realities and resident-centred pacing (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-medication-reconciliation-mar-canada-medication-safety-mar-canada",2186,"""Medication reconciliation at transitions of care: Medication safety, MAR checks, and high-alert vigilance (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-medication-reconciliation-mar-canada-patient-teaching-health-literacy",2181,"""Medication reconciliation at transitions of care: Patient teaching and health literacy for Canadian PN learners (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-medication-reconciliation-mar-canada-rex-pn-ngn-item-thinking",2181,"""Medication reconciliation at transitions of care: REx-PN and NGN-style case thinking (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-medication-reconciliation-mar-canada-sbar-escalation-canada",2184,"""Medication reconciliation at transitions of care: SBAR, escalation, and interprofessional handoff discipline (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-mental-health-triage-rpn-canada-acute-med-surg-canada",2191,"""Mental health triage language and therapeutic communication: Acute med-surg priorities for practical nurses (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-mental-health-triage-rpn-canada-clinical-judgment-priorities",2179,"""Mental health triage language and therapeutic communication: Clinical judgment and prioritization drills (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-mental-health-triage-rpn-canada-delegation-ucp-canada",2189,"""Mental health triage language and therapeutic communication: Delegation and unregulated care provider collaboration (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-mental-health-triage-rpn-canada-documentation-exam-focus",2189,"""Mental health triage language and therapeutic communication: Documentation expectations on Canadian PN exams (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-mental-health-triage-rpn-canada-home-community-nursing-canada",2196,"""Mental health triage language and therapeutic communication: Home and community care realities for RPN practice (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-mental-health-triage-rpn-canada-ipac-routine-practices-canada",2185,"""Mental health triage language and therapeutic communication: IPAC routine practices and outbreak language (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-mental-health-triage-rpn-canada-ltc-ontario-shift-realities",2194,"""Mental health triage language and therapeutic communication: LTC shift realities and resident-centred pacing (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-mental-health-triage-rpn-canada-medication-safety-mar-canada",2195,"""Mental health triage language and therapeutic communication: Medication safety, MAR checks, and high-alert vigilance (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-mental-health-triage-rpn-canada-patient-teaching-health-literacy",2189,"""Mental health triage language and therapeutic communication: Patient teaching and health literacy for Canadian PN learners (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-mental-health-triage-rpn-canada-rex-pn-ngn-item-thinking",2190,"""Mental health triage language and therapeutic communication: REx-PN and NGN-style case thinking (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-mental-health-triage-rpn-canada-sbar-escalation-canada",2191,"""Mental health triage language and therapeutic communication: SBAR, escalation, and interprofessional handoff discipline (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-pain-assessment-pn-scope-canada-acute-med-surg-canada",2219,"""Pain assessment tools and practical nursing scope in Canada: Acute med-surg priorities for practical nurses (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-pain-assessment-pn-scope-canada-clinical-judgment-priorities",2201,"""Pain assessment tools and practical nursing scope in Canada: Clinical judgment and prioritization drills (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-pain-assessment-pn-scope-canada-delegation-ucp-canada",2213,"""Pain assessment tools and practical nursing scope in Canada: Delegation and unregulated care provider collaboration (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-pain-assessment-pn-scope-canada-documentation-exam-focus",2203,"""Pain assessment tools and practical nursing scope in Canada: Documentation expectations on Canadian PN exams (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-pain-assessment-pn-scope-canada-home-community-nursing-canada",2209,"""Pain assessment tools and practical nursing scope in Canada: Home and community care realities for RPN practice (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-pain-assessment-pn-scope-canada-ipac-routine-practices-canada",2205,"""Pain assessment tools and practical nursing scope in Canada: IPAC routine practices and outbreak language (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-pain-assessment-pn-scope-canada-ltc-ontario-shift-realities",2222,"""Pain assessment tools and practical nursing scope in Canada: LTC shift realities and resident-centred pacing (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-pain-assessment-pn-scope-canada-medication-safety-mar-canada",2219,"""Pain assessment tools and practical nursing scope in Canada: Medication safety, MAR checks, and high-alert vigilance (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-pain-assessment-pn-scope-canada-patient-teaching-health-literacy",2213,"""Pain assessment tools and practical nursing scope in Canada: Patient teaching and health literacy for Canadian PN learners (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-pain-assessment-pn-scope-canada-rex-pn-ngn-item-thinking",2205,"""Pain assessment tools and practical nursing scope in Canada: REx-PN and NGN-style case thinking (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-pain-assessment-pn-scope-canada-sbar-escalation-canada",2206,"""Pain assessment tools and practical nursing scope in Canada: SBAR, escalation, and interprofessional handoff discipline (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-palliative-symptom-comfort-rpn-canada-acute-med-surg-canada",2200,"""Palliative symptoms, comfort measures, and family support: Acute med-surg priorities for practical nurses (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-palliative-symptom-comfort-rpn-canada-clinical-judgment-priorities",2180,"""Palliative symptoms, comfort measures, and family support: Clinical judgment and prioritization drills (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-palliative-symptom-comfort-rpn-canada-delegation-ucp-canada",2197,"""Palliative symptoms, comfort measures, and family support: Delegation and unregulated care provider collaboration (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-palliative-symptom-comfort-rpn-canada-documentation-exam-focus",2181,"""Palliative symptoms, comfort measures, and family support: Documentation expectations on Canadian PN exams (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-palliative-symptom-comfort-rpn-canada-home-community-nursing-canada",2190,"""Palliative symptoms, comfort measures, and family support: Home and community care realities for RPN practice (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-palliative-symptom-comfort-rpn-canada-ipac-routine-practices-canada",2188,"""Palliative symptoms, comfort measures, and family support: IPAC routine practices and outbreak language (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-palliative-symptom-comfort-rpn-canada-ltc-ontario-shift-realities",2194,"""Palliative symptoms, comfort measures, and family support: LTC shift realities and resident-centred pacing (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-palliative-symptom-comfort-rpn-canada-medication-safety-mar-canada",2203,"""Palliative symptoms, comfort measures, and family support: Medication safety, MAR checks, and high-alert vigilance (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-palliative-symptom-comfort-rpn-canada-patient-teaching-health-literacy",2191,"""Palliative symptoms, comfort measures, and family support: Patient teaching and health literacy for Canadian PN learners (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-palliative-symptom-comfort-rpn-canada-rex-pn-ngn-item-thinking",2183,"""Palliative symptoms, comfort measures, and family support: REx-PN and NGN-style case thinking (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-palliative-symptom-comfort-rpn-canada-sbar-escalation-canada",2185,"""Palliative symptoms, comfort measures, and family support: SBAR, escalation, and interprofessional handoff discipline (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-pneumonia-respiratory-assessment-rpn-canada-acute-med-surg-canada",2201,"""Pneumonia assessment, oxygen titration themes, and vaccination teaching: Acute med-surg priorities for practical nurses (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-pneumonia-respiratory-assessment-rpn-canada-clinical-judgment-priorities",2180,"""Pneumonia assessment, oxygen titration themes, and vaccination teaching: Clinical judgment and prioritization drills (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-pneumonia-respiratory-assessment-rpn-canada-delegation-ucp-canada",2197,"""Pneumonia assessment, oxygen titration themes, and vaccination teaching: Delegation and unregulated care provider collaboration (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-pneumonia-respiratory-assessment-rpn-canada-documentation-exam-focus",2189,"""Pneumonia assessment, oxygen titration themes, and vaccination teaching: Documentation expectations on Canadian PN exams (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-pneumonia-respiratory-assessment-rpn-canada-home-community-nursing-canada",2193,"""Pneumonia assessment, oxygen titration themes, and vaccination teaching: Home and community care realities for RPN practice (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-pneumonia-respiratory-assessment-rpn-canada-ipac-routine-practices-canada",2193,"""Pneumonia assessment, oxygen titration themes, and vaccination teaching: IPAC routine practices and outbreak language (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-pneumonia-respiratory-assessment-rpn-canada-ltc-ontario-shift-realities",2203,"""Pneumonia assessment, oxygen titration themes, and vaccination teaching: LTC shift realities and resident-centred pacing (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-pneumonia-respiratory-assessment-rpn-canada-medication-safety-mar-canada",2205,"""Pneumonia assessment, oxygen titration themes, and vaccination teaching: Medication safety, MAR checks, and high-alert vigilance (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-pneumonia-respiratory-assessment-rpn-canada-patient-teaching-health-literacy",2190,"""Pneumonia assessment, oxygen titration themes, and vaccination teaching: Patient teaching and health literacy for Canadian PN learners (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-pneumonia-respiratory-assessment-rpn-canada-rex-pn-ngn-item-thinking",2182,"""Pneumonia assessment, oxygen titration themes, and vaccination teaching: REx-PN and NGN-style case thinking (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-pneumonia-respiratory-assessment-rpn-canada-sbar-escalation-canada",2186,"""Pneumonia assessment, oxygen titration themes, and vaccination teaching: SBAR, escalation, and interprofessional handoff discipline (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-post-op-surgical-assessment-rpn-canada-acute-med-surg-canada",2190,"""Post-operative assessment, drains, and complication surveillance: Acute med-surg priorities for practical nurses (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-post-op-surgical-assessment-rpn-canada-clinical-judgment-priorities",2171,"""Post-operative assessment, drains, and complication surveillance: Clinical judgment and prioritization drills (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-post-op-surgical-assessment-rpn-canada-delegation-ucp-canada",2190,"""Post-operative assessment, drains, and complication surveillance: Delegation and unregulated care provider collaboration (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-post-op-surgical-assessment-rpn-canada-documentation-exam-focus",2178,"""Post-operative assessment, drains, and complication surveillance: Documentation expectations on Canadian PN exams (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-post-op-surgical-assessment-rpn-canada-home-community-nursing-canada",2184,"""Post-operative assessment, drains, and complication surveillance: Home and community care realities for RPN practice (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-post-op-surgical-assessment-rpn-canada-ipac-routine-practices-canada",2180,"""Post-operative assessment, drains, and complication surveillance: IPAC routine practices and outbreak language (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-post-op-surgical-assessment-rpn-canada-ltc-ontario-shift-realities",2189,"""Post-operative assessment, drains, and complication surveillance: LTC shift realities and resident-centred pacing (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-post-op-surgical-assessment-rpn-canada-medication-safety-mar-canada",2196,"""Post-operative assessment, drains, and complication surveillance: Medication safety, MAR checks, and high-alert vigilance (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-post-op-surgical-assessment-rpn-canada-patient-teaching-health-literacy",2186,"""Post-operative assessment, drains, and complication surveillance: Patient teaching and health literacy for Canadian PN learners (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-post-op-surgical-assessment-rpn-canada-rex-pn-ngn-item-thinking",2175,"""Post-operative assessment, drains, and complication surveillance: REx-PN and NGN-style case thinking (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-post-op-surgical-assessment-rpn-canada-sbar-escalation-canada",2177,"""Post-operative assessment, drains, and complication surveillance: SBAR, escalation, and interprofessional handoff discipline (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-pressure-injury-staging-canada-acute-med-surg-canada",2214,"""Pressure injuries and staging essentials: Acute med-surg priorities for practical nurses (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-pressure-injury-staging-canada-clinical-judgment-priorities",2198,"""Pressure injuries and staging essentials: Clinical judgment and prioritization drills (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-pressure-injury-staging-canada-delegation-ucp-canada",2214,"""Pressure injuries and staging essentials: Delegation and unregulated care provider collaboration (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-pressure-injury-staging-canada-documentation-exam-focus",2204,"""Pressure injuries and staging essentials: Documentation expectations on Canadian PN exams (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-pressure-injury-staging-canada-home-community-nursing-canada",2210,"""Pressure injuries and staging essentials: Home and community care realities for RPN practice (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-pressure-injury-staging-canada-ipac-routine-practices-canada",2210,"""Pressure injuries and staging essentials: IPAC routine practices and outbreak language (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-pressure-injury-staging-canada-ltc-ontario-shift-realities",2218,"""Pressure injuries and staging essentials: LTC shift realities and resident-centred pacing (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-pressure-injury-staging-canada-medication-safety-mar-canada",2218,"""Pressure injuries and staging essentials: Medication safety, MAR checks, and high-alert vigilance (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-pressure-injury-staging-canada-patient-teaching-health-literacy",2214,"""Pressure injuries and staging essentials: Patient teaching and health literacy for Canadian PN learners (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-pressure-injury-staging-canada-rex-pn-ngn-item-thinking",2206,"""Pressure injuries and staging essentials: REx-PN and NGN-style case thinking (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-pressure-injury-staging-canada-sbar-escalation-canada",2202,"""Pressure injuries and staging essentials: SBAR, escalation, and interprofessional handoff discipline (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-sodium-restriction-heart-failure-teaching-canada-acute-med-surg-canada",2187,"""Sodium restriction teaching and hidden salt counselling: Acute med-surg priorities for practical nurses (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-sodium-restriction-heart-failure-teaching-canada-clinical-judgment-priorities",2179,"""Sodium restriction teaching and hidden salt counselling: Clinical judgment and prioritization drills (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-sodium-restriction-heart-failure-teaching-canada-delegation-ucp-canada",2188,"""Sodium restriction teaching and hidden salt counselling: Delegation and unregulated care provider collaboration (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-sodium-restriction-heart-failure-teaching-canada-documentation-exam-focus",2183,"""Sodium restriction teaching and hidden salt counselling: Documentation expectations on Canadian PN exams (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-sodium-restriction-heart-failure-teaching-canada-home-community-nursing-canada",2191,"""Sodium restriction teaching and hidden salt counselling: Home and community care realities for RPN practice (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-sodium-restriction-heart-failure-teaching-canada-ipac-routine-practices-canada",2183,"""Sodium restriction teaching and hidden salt counselling: IPAC routine practices and outbreak language (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-sodium-restriction-heart-failure-teaching-canada-ltc-ontario-shift-realities",2190,"""Sodium restriction teaching and hidden salt counselling: LTC shift realities and resident-centred pacing (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-sodium-restriction-heart-failure-teaching-canada-medication-safety-mar-canada",2194,"""Sodium restriction teaching and hidden salt counselling: Medication safety, MAR checks, and high-alert vigilance (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-sodium-restriction-heart-failure-teaching-canada-patient-teaching-health-literacy",2183,"""Sodium restriction teaching and hidden salt counselling: Patient teaching and health literacy for Canadian PN learners (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-sodium-restriction-heart-failure-teaching-canada-rex-pn-ngn-item-thinking",2183,"""Sodium restriction teaching and hidden salt counselling: REx-PN and NGN-style case thinking (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-sodium-restriction-heart-failure-teaching-canada-sbar-escalation-canada",2183,"""Sodium restriction teaching and hidden salt counselling: SBAR, escalation, and interprofessional handoff discipline (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-stroke-assessment-canadian-context-acute-med-surg-canada",2201,"""Stroke recognition, FAST teaching, and time-sensitive communication: Acute med-surg priorities for practical nurses (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-stroke-assessment-canadian-context-clinical-judgment-priorities",2200,"""Stroke recognition, FAST teaching, and time-sensitive communication: Clinical judgment and prioritization drills (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-stroke-assessment-canadian-context-delegation-ucp-canada",2207,"""Stroke recognition, FAST teaching, and time-sensitive communication: Delegation and unregulated care provider collaboration (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-stroke-assessment-canadian-context-documentation-exam-focus",2204,"""Stroke recognition, FAST teaching, and time-sensitive communication: Documentation expectations on Canadian PN exams (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-stroke-assessment-canadian-context-home-community-nursing-canada",2211,"""Stroke recognition, FAST teaching, and time-sensitive communication: Home and community care realities for RPN practice (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-stroke-assessment-canadian-context-ipac-routine-practices-canada",2200,"""Stroke recognition, FAST teaching, and time-sensitive communication: IPAC routine practices and outbreak language (Canadian RPN REx-PN prep)"""
