"Route","File","Payload Risk Class","Risk Score","File Bytes","Line Count","Reasons","Heavy Fields","Protections","Recommendations"
"/api/cases/cnple/:sessionId/advance","src/app/api/cases/cnple/[sessionId]/advance/route.ts","100KB+","4","3882","105","","body/content (8)","","Verify measured payload in live audit and keep response under 100KB."
"/api/admin/osce-stations","src/app/api/admin/osce-stations/route.ts","100KB+","4","3757","114","1 findMany call(s)","body/content (3)","pagination/cursor parameters","Verify measured payload in live audit and keep response under 100KB."
"/api/learner/lesson-assessment","src/app/api/learner/lesson-assessment/route.ts","100KB+","4","3748","105","","body/content (5)","","Verify measured payload in live audit and keep response under 100KB."
"/api/admin/pathway-launch-workflow","src/app/api/admin/pathway-launch-workflow/route.ts","100KB+","4","3733","110","","body/content (6)","","Verify measured payload in live audit and keep response under 100KB."
"/api/learner/rn-coaching-state","src/app/api/learner/rn-coaching-state/route.ts","100KB+","4","3577","96","","body/content (5)","","Verify measured payload in live audit and keep response under 100KB."
"/api/admin/lessons/:id/adapt","src/app/api/admin/lessons/[id]/adapt/route.ts","100KB+","4","3524","96","","body/content (9)","","Verify measured payload in live audit and keep response under 100KB."
"/api/learner/adaptive-post-miss","src/app/api/learner/adaptive-post-miss/route.ts","100KB+","4","3113","80","","body/content (6)","","Verify measured payload in live audit and keep response under 100KB."
"/api/flashcards/stats","src/app/api/flashcards/stats/route.ts","100KB+","4","2997","89","","body/content (4)","1 select shape(s)","Verify measured payload in live audit and keep response under 100KB."
"/api/admin/content-bulk/preview","src/app/api/admin/content-bulk/preview/route.ts","100KB+","4","2947","78","","body/content (10)","","Verify measured payload in live audit and keep response under 100KB."
"/api/debug/auth-user","src/app/api/debug/auth-user/route.ts","100KB+","4","2800","93","3 findMany call(s); 1 raw SQL call(s)","","pagination/cursor parameters","Verify measured payload in live audit and keep response under 100KB."
"/api/onboarding/complete","src/app/api/onboarding/complete/route.ts","100KB+","4","2714","74","","body/content (9)","1 select shape(s)","Verify measured payload in live audit and keep response under 100KB."
"/api/admin/lessons/:id/duplicate","src/app/api/admin/lessons/[id]/duplicate/route.ts","100KB+","4","2534","70","","body/content (8)","","Verify measured payload in live audit and keep response under 100KB."
"/api/admin/clinical-nursing-scenarios/:scenarioId/publish-status","src/app/api/admin/clinical-nursing-scenarios/[scenarioId]/publish-status/route.ts","100KB+","4","2519","69","","body/content (5)","1 select shape(s)","Verify measured payload in live audit and keep response under 100KB."
"/api/verified-study/decks","src/app/api/verified-study/decks/route.ts","100KB+","4","2500","71","","body/content (10)","","Verify measured payload in live audit and keep response under 100KB."
"/api/admin/question-quality","src/app/api/admin/question-quality/route.ts","100KB+","4","2486","66","","body/content (5)","bounded page size","Verify measured payload in live audit and keep response under 100KB."
"/api/learner/mistakes","src/app/api/learner/mistakes/route.ts","100KB+","4","2390","68","","body/content (4)","pagination/cursor parameters","Verify measured payload in live audit and keep response under 100KB."
"/api/admin/users/:userId/activity-evidence","src/app/api/admin/users/[userId]/activity-evidence/route.ts","100KB+","4","2378","71","","body/content (4)","","Verify measured payload in live audit and keep response under 100KB."
"/api/verified-study/decks/:deckId","src/app/api/verified-study/decks/[deckId]/route.ts","100KB+","4","2376","58","","body/content (5)","","Verify measured payload in live audit and keep response under 100KB."
"/api/cases/cnple/session","src/app/api/cases/cnple/session/route.ts","100KB+","4","2362","70","","body/content (8)","","Verify measured payload in live audit and keep response under 100KB."
"/api/admin/media/:id","src/app/api/admin/media/[id]/route.ts","100KB+","4","2215","78","","body/content (6)","","Verify measured payload in live audit and keep response under 100KB."
"/api/admin/inline-content","src/app/api/admin/inline-content/route.ts","100KB+","4","1864","72","","body/content (8)","","Verify measured payload in live audit and keep response under 100KB."
"/api/study-plan/queue/:id","src/app/api/study-plan/queue/[id]/route.ts","100KB+","4","1819","51","","body/content (5)","pagination/cursor parameters","Verify measured payload in live audit and keep response under 100KB."
"/api/verified-study/cards/:cardId/progress","src/app/api/verified-study/cards/[cardId]/progress/route.ts","100KB+","4","1795","48","","body/content (4)","","Verify measured payload in live audit and keep response under 100KB."
"/api/admin/exam-hub-preview","src/app/api/admin/exam-hub-preview/route.ts","100KB+","4","1772","49","","body/content (6)","","Verify measured payload in live audit and keep response under 100KB."
"/api/admin/verified-study/decks/:deckId/publish-review","src/app/api/admin/verified-study/decks/[deckId]/publish-review/route.ts","100KB+","4","1764","52","","body/content (4)","","Verify measured payload in live audit and keep response under 100KB."
"/api/debug/prisma-query-audit","src/app/api/debug/prisma-query-audit/route.ts","100KB+","4","1696","61","","body/content (5)","","Verify measured payload in live audit and keep response under 100KB."
"/api/admin/clinical-nursing-scenarios","src/app/api/admin/clinical-nursing-scenarios/route.ts","100KB+","4","1668","48","","body/content (6)","","Verify measured payload in live audit and keep response under 100KB."
"/api/admin/institutions/:institutionId/seats","src/app/api/admin/institutions/[institutionId]/seats/route.ts","100KB+","4","1664","46","","body/content (7)","","Verify measured payload in live audit and keep response under 100KB."
"/api/verified-study/decks/:deckId/share","src/app/api/verified-study/decks/[deckId]/share/route.ts","100KB+","4","1658","44","","body/content (5)","","Verify measured payload in live audit and keep response under 100KB."
"/api/modules/ecg/questions/:id/answer","src/app/api/modules/ecg/questions/[id]/answer/route.ts","100KB+","4","1652","49","","body/content (5)","","Verify measured payload in live audit and keep response under 100KB."
"/api/feedback/report","src/app/api/feedback/report/route.ts","100KB+","4","1647","47","","body/content (4)","pagination/cursor parameters","Verify measured payload in live audit and keep response under 100KB."
"/api/verified-study/decks/:deckId/report","src/app/api/verified-study/decks/[deckId]/report/route.ts","100KB+","4","1386","37","","body/content (4)","","Verify measured payload in live audit and keep response under 100KB."
"/api/admin/institutions/:institutionId/license","src/app/api/admin/institutions/[institutionId]/license/route.ts","100KB+","4","1304","38","","body/content (6)","","Verify measured payload in live audit and keep response under 100KB."
"/api/health","src/app/api/health/route.ts","100KB+","4","1243","37","","body/content (4)","no JSON response detected","Verify measured payload in live audit and keep response under 100KB."
"/api/learner/lesson-loading-errors","src/app/api/learner/lesson-loading-errors/route.ts","100KB+","4","1051","29","","body/content (8)","pagination/cursor parameters","Verify measured payload in live audit and keep response under 100KB."
"/api/admin/blog/draft-batch/:id","src/app/api/admin/blog/draft-batch/[id]/route.ts","100KB+","4","970","37","include-heavy Prisma response shape detected","","2 select shape(s); 1 include shape(s) to review","Replace include-heavy reads with route-specific select shapes."
"/api/internal/reliability/self-heal","src/app/api/internal/reliability/self-heal/route.ts","100KB+","4","896","36","","body/content (4)","","Verify measured payload in live audit and keep response under 100KB."
"/api/admin/seo/validate-path","src/app/api/admin/seo/validate-path/route.ts","100KB+","4","883","28","","body/content (4)","","Verify measured payload in live audit and keep response under 100KB."
"/api/learner/pathway-lessons","src/app/api/learner/pathway-lessons/route.ts","<100KB","3","13119","339","","body/content (3)","1 select shape(s); bounded page size; pagination/cursor parameters","No immediate reduction needed; keep select shape and pagination."
"/api/exams/submit","src/app/api/exams/submit/route.ts","<100KB","3","11259","283","","body/content (3)","3 select shape(s)","No immediate reduction needed; keep select shape and pagination."
"/api/flashcards/decks/:deckRef/review","src/app/api/flashcards/decks/[deckRef]/review/route.ts","<100KB","3","8716","247","","body/content (3)","1 select shape(s); pagination/cursor parameters","No immediate reduction needed; keep select shape and pagination."
"/api/flashcards/cards/:cardId/review","src/app/api/flashcards/cards/[cardId]/review/route.ts","<100KB","3","8469","222","","body/content (3)","1 select shape(s); pagination/cursor parameters","No immediate reduction needed; keep select shape and pagination."
"/api/admin/blog/control-panel/generate","src/app/api/admin/blog/control-panel/generate/route.ts","<100KB","3","8348","232","","body/content (3)","","No immediate reduction needed; keep select shape and pagination."
"/api/lessons/pathway-progress","src/app/api/lessons/pathway-progress/route.ts","<100KB","3","7421","196","","body/content (3)","2 select shape(s)","No immediate reduction needed; keep select shape and pagination."
"/api/lessons/progress","src/app/api/lessons/progress/route.ts","<100KB","3","6889","182","","body/content (3)","4 select shape(s)","No immediate reduction needed; keep select shape and pagination."
"/api/admin/stats/analytics","src/app/api/admin/stats/analytics/route.ts","<100KB","3","6204","190","3 raw SQL call(s)","","","No immediate reduction needed; keep select shape and pagination."
"/api/flashcards/due-summary","src/app/api/flashcards/due-summary/route.ts","<100KB","3","5160","140","","body/content (3)","","No immediate reduction needed; keep select shape and pagination."
"/api/public/home-stats","src/app/api/public/home-stats/route.ts","<100KB","3","3658","77","","body/content (3)","pagination/cursor parameters; no JSON response detected","No immediate reduction needed; keep select shape and pagination."
"/api/admin/blog/localized/queue","src/app/api/admin/blog/localized/queue/route.ts","<100KB","3","3623","95","1 findMany call(s)","body/content (2)","2 select shape(s); pagination/cursor parameters","No immediate reduction needed; keep select shape and pagination."
"/api/admin/blog/draft-batch","src/app/api/admin/blog/draft-batch/route.ts","<100KB","3","3306","104","1 findMany call(s)","body/content (2)","3 select shape(s); bounded page size; pagination/cursor parameters","No immediate reduction needed; keep select shape and pagination."
"/api/learner/social/invite-code","src/app/api/learner/social/invite-code/route.ts","<100KB","3","3042","69","","body/content (3)","1 select shape(s)","No immediate reduction needed; keep select shape and pagination."
"/api/admin/osce-stations/:id","src/app/api/admin/osce-stations/[id]/route.ts","<100KB","3","2956","67","","body/content (3)","pagination/cursor parameters","No immediate reduction needed; keep select shape and pagination."
"/api/learner/study-settings","src/app/api/learner/study-settings/route.ts","<100KB","3","2846","82","","body/content (3)","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/np-aanp-blueprint","src/app/api/admin/np-aanp-blueprint/route.ts","<100KB","3","2661","80","1 findMany call(s)","body/content (2)","1 select shape(s); bounded page size; pagination/cursor parameters","No immediate reduction needed; keep select shape and pagination."
"/api/learner/social/challenges","src/app/api/learner/social/challenges/route.ts","<100KB","3","2515","59","1 findMany call(s)","body/content (2)","2 select shape(s); pagination/cursor parameters","No immediate reduction needed; keep select shape and pagination."
"/api/learner/email-engagement-prefs","src/app/api/learner/email-engagement-prefs/route.ts","<100KB","3","2434","67","","body/content (3)","1 select shape(s)","No immediate reduction needed; keep select shape and pagination."
"/api/learner/social/groups","src/app/api/learner/social/groups/route.ts","<100KB","3","2377","56","1 findMany call(s)","body/content (2)","2 select shape(s); pagination/cursor parameters","No immediate reduction needed; keep select shape and pagination."
"/api/learner/simulation-events","src/app/api/learner/simulation-events/route.ts","<100KB","3","1059","30","","body/content (3)","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/exam-coverage-audit","src/app/api/admin/exam-coverage-audit/route.ts","<100KB","3","787","21","","rationale (1); body/content (1); questionIds/full pools (1)","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/blog/generation-jobs","src/app/api/admin/blog/generation-jobs/route.ts","<100KB","2","10007","348","","body/content (2)","2 select shape(s); bounded page size","No immediate reduction needed; keep select shape and pagination."
"/api/auth/forgot-password","src/app/api/auth/forgot-password/route.ts","<100KB","2","7098","219","1 raw SQL call(s)","body/content (1)","3 select shape(s)","No immediate reduction needed; keep select shape and pagination."
"/api/admin/lessons/ai-generate-batch","src/app/api/admin/lessons/ai-generate-batch/route.ts","<100KB","2","5395","176","1 findMany call(s)","body/content (1)","pagination/cursor parameters","No immediate reduction needed; keep select shape and pagination."
"/api/learner/readiness","src/app/api/learner/readiness/route.ts","<100KB","2","5329","130","","body/content (2)","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/billing/stripe-reconcile","src/app/api/admin/billing/stripe-reconcile/route.ts","<100KB","2","5304","148","","body/content (2)","","No immediate reduction needed; keep select shape and pagination."
"/api/med-calculations/progress","src/app/api/med-calculations/progress/route.ts","<100KB","2","5123","134","","body/content (2)","1 select shape(s)","No immediate reduction needed; keep select shape and pagination."
"/api/admin/nclex-client-needs-mapping","src/app/api/admin/nclex-client-needs-mapping/route.ts","<100KB","2","5121","150","1 findMany call(s)","body/content (1)","1 select shape(s); bounded page size; pagination/cursor parameters","No immediate reduction needed; keep select shape and pagination."
"/api/labs/progress","src/app/api/labs/progress/route.ts","<100KB","2","5087","136","","body/content (2)","1 select shape(s)","No immediate reduction needed; keep select shape and pagination."
"/api/clinical-skills/progress","src/app/api/clinical-skills/progress/route.ts","<100KB","2","4785","120","","body/content (2)","1 select shape(s)","No immediate reduction needed; keep select shape and pagination."
"/api/cat/np/analysis","src/app/api/cat/np/analysis/route.ts","<100KB","2","4278","135","","body/content (2)","2 select shape(s)","No immediate reduction needed; keep select shape and pagination."
"/api/admin/printables/:id/upload","src/app/api/admin/printables/[id]/upload/route.ts","<100KB","2","4275","129","","body/content (1); images/media (1)","1 select shape(s)","No immediate reduction needed; keep select shape and pagination."
"/api/admin/automation-logs/:id/retry","src/app/api/admin/automation-logs/[id]/retry/route.ts","<100KB","2","4260","118","","body/content (2)","pagination/cursor parameters","No immediate reduction needed; keep select shape and pagination."
"/api/admin/lessons/ai-generate","src/app/api/admin/lessons/ai-generate/route.ts","<100KB","2","4163","119","1 findMany call(s)","body/content (1)","2 select shape(s); pagination/cursor parameters","No immediate reduction needed; keep select shape and pagination."
"/api/learner/engagement-nudges","src/app/api/learner/engagement-nudges/route.ts","<100KB","2","3890","114","1 findMany call(s)","body/content (1)","2 select shape(s); pagination/cursor parameters","No immediate reduction needed; keep select shape and pagination."
"/api/practice-tests/cat-insights","src/app/api/practice-tests/cat-insights/route.ts","<100KB","2","3658","104","1 findMany call(s)","body/content (1)","1 select shape(s); pagination/cursor parameters","No immediate reduction needed; keep select shape and pagination."
"/api/admin/gaps","src/app/api/admin/gaps/route.ts","<100KB","2","3633","107","2 raw SQL call(s)","","","No immediate reduction needed; keep select shape and pagination."
"/api/learner/pathway-lessons/topics","src/app/api/learner/pathway-lessons/topics/route.ts","<100KB","2","3430","90","1 findMany call(s)","body/content (1)","1 select shape(s); pagination/cursor parameters","No immediate reduction needed; keep select shape and pagination."
"/api/admin/media/upload","src/app/api/admin/media/upload/route.ts","<100KB","2","3328","109","","body/content (1); images/media (1)","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/questions/bulk-import","src/app/api/admin/questions/bulk-import/route.ts","<100KB","2","3217","102","","body/content (2)","pagination/cursor parameters","No immediate reduction needed; keep select shape and pagination."
"/api/admin/automation-logs","src/app/api/admin/automation-logs/route.ts","<100KB","2","3109","87","1 findMany call(s)","body/content (1)","2 select shape(s); bounded page size; pagination/cursor parameters","No immediate reduction needed; keep select shape and pagination."
"/api/flashcards/decks/:deckRef","src/app/api/flashcards/decks/[deckRef]/route.ts","<100KB","2","3094","80","","body/content (2)","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/media","src/app/api/admin/media/route.ts","<100KB","2","3059","112","1 findMany call(s)","images/media (1)","1 select shape(s); bounded page size; pagination/cursor parameters","No immediate reduction needed; keep select shape and pagination."
"/api/learner/social/privacy","src/app/api/learner/social/privacy/route.ts","<100KB","2","2974","71","","body/content (2)","","No immediate reduction needed; keep select shape and pagination."
"/api/learner/reset-progress","src/app/api/learner/reset-progress/route.ts","<100KB","2","2414","65","","body/content (2)","","No immediate reduction needed; keep select shape and pagination."
"/api/assets/i18n/:filename","src/app/api/assets/i18n/[filename]/route.ts","<100KB","2","2237","64","","body/content (2)","no JSON response detected","No immediate reduction needed; keep select shape and pagination."
"/api/learner/np-certification","src/app/api/learner/np-certification/route.ts","<100KB","2","2097","59","","body/content (2)","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/revenue-protection/users/:userId/chargeback-package","src/app/api/admin/revenue-protection/users/[userId]/chargeback-package/route.ts","<100KB","2","2007","60","","body/content (2)","","No immediate reduction needed; keep select shape and pagination."
"/api/modules/ecg-pediatric/cases/:id","src/app/api/modules/ecg-pediatric/cases/[id]/route.ts","<100KB","2","1892","53","","options (2)","","No immediate reduction needed; keep select shape and pagination."
"/api/learner/social/compare/:friendUserId","src/app/api/learner/social/compare/[friendUserId]/route.ts","<100KB","2","1838","43","1 findMany call(s)","body/content (1)","1 select shape(s); pagination/cursor parameters","No immediate reduction needed; keep select shape and pagination."
"/api/modules/ecg-pediatric/cases","src/app/api/modules/ecg-pediatric/cases/route.ts","<100KB","2","1785","49","","options (2)","","No immediate reduction needed; keep select shape and pagination."
"/api/learner/social/friends","src/app/api/learner/social/friends/route.ts","<100KB","2","1736","47","1 findMany call(s)","body/content (1)","3 select shape(s); pagination/cursor parameters","No immediate reduction needed; keep select shape and pagination."
"/api/admin/blog/:id/seo/regenerate","src/app/api/admin/blog/[id]/seo/regenerate/route.ts","<100KB","2","1703","50","","body/content (1); images/media (1)","1 select shape(s)","No immediate reduction needed; keep select shape and pagination."
"/api/performance-summary","src/app/api/performance-summary/route.ts","<100KB","2","1585","40","","body/content (2)","","No immediate reduction needed; keep select shape and pagination."
"/api/learner/social/groups/:groupId/leaderboard","src/app/api/learner/social/groups/[groupId]/leaderboard/route.ts","<100KB","2","1514","29","1 findMany call(s)","body/content (1)","1 select shape(s); pagination/cursor parameters","No immediate reduction needed; keep select shape and pagination."
"/api/admin/observability/learners","src/app/api/admin/observability/learners/route.ts","<100KB","2","1463","43","","body/content (2)","bounded page size; pagination/cursor parameters","No immediate reduction needed; keep select shape and pagination."
"/api/admin/institutions","src/app/api/admin/institutions/route.ts","<100KB","2","1340","38","","body/content (2)","","No immediate reduction needed; keep select shape and pagination."
"/api/learner/referrals","src/app/api/learner/referrals/route.ts","<100KB","2","1285","26","","body/content (2)","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/media/:id/scan","src/app/api/admin/media/[id]/scan/route.ts","<100KB","2","1109","42","","images/media (2)","1 select shape(s)","No immediate reduction needed; keep select shape and pagination."
"/api/admin/scalability-report","src/app/api/admin/scalability-report/route.ts","<100KB","2","816","21","","body/content (2)","","No immediate reduction needed; keep select shape and pagination."
"/api/signup","src/app/api/signup/route.ts","<100KB","1","13091","307","","body/content (1)","3 select shape(s); pagination/cursor parameters","No immediate reduction needed; keep select shape and pagination."
"/api/admin/lessons/ai-generate-batch/:jobId/step","src/app/api/admin/lessons/ai-generate-batch/[jobId]/step/route.ts","<100KB","1","7678","212","","body/content (1)","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/ops/run","src/app/api/admin/ops/run/route.ts","<100KB","1","6382","159","","body/content (1)","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/ai/exam-questions/generate-batch","src/app/api/admin/ai/exam-questions/generate-batch/route.ts","<100KB","1","6303","191","","body/content (1)","","No immediate reduction needed; keep select shape and pagination."
"/api/learner/activity-warm-cache","src/app/api/learner/activity-warm-cache/route.ts","<100KB","1","5518","158","","body/content (1)","","No immediate reduction needed; keep select shape and pagination."
"/api/billing/cancel-subscription","src/app/api/billing/cancel-subscription/route.ts","<100KB","1","5127","134","1 findMany call(s)","","2 select shape(s); pagination/cursor parameters","No immediate reduction needed; keep select shape and pagination."
"/api/learner/clinical-scenario-analytics","src/app/api/learner/clinical-scenario-analytics/route.ts","<100KB","1","4967","132","","body/content (1)","","No immediate reduction needed; keep select shape and pagination."
"/api/auth/reset-password","src/app/api/auth/reset-password/route.ts","<100KB","1","4556","122","","body/content (1)","1 select shape(s)","No immediate reduction needed; keep select shape and pagination."
"/api/auth/change-password","src/app/api/auth/change-password/route.ts","<100KB","1","4437","121","","body/content (1)","1 select shape(s)","No immediate reduction needed; keep select shape and pagination."
"/api/admin/learner-qa/simulate","src/app/api/admin/learner-qa/simulate/route.ts","<100KB","1","4391","123","","body/content (1)","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/pathway-lessons","src/app/api/admin/pathway-lessons/route.ts","<100KB","1","4369","133","1 findMany call(s)","","1 select shape(s); bounded page size; pagination/cursor parameters","No immediate reduction needed; keep select shape and pagination."
"/api/admin/insights","src/app/api/admin/insights/route.ts","<100KB","1","4151","116","","body/content (1)","","No immediate reduction needed; keep select shape and pagination."
"/api/account/delete","src/app/api/account/delete/route.ts","<100KB","1","3912","108","","body/content (1)","","No immediate reduction needed; keep select shape and pagination."
"/api/learner/activity-lifecycle","src/app/api/learner/activity-lifecycle/route.ts","<100KB","1","3600","117","","body/content (1)","","No immediate reduction needed; keep select shape and pagination."
"/api/institutions/lead","src/app/api/institutions/lead/route.ts","<100KB","1","3551","99","","body/content (1)","pagination/cursor parameters","No immediate reduction needed; keep select shape and pagination."
"/api/admin/modules/ecg/readiness","src/app/api/admin/modules/ecg/readiness/route.ts","<100KB","1","3389","91","","body/content (1)","","No immediate reduction needed; keep select shape and pagination."
"/api/flashcards/weak-queue","src/app/api/flashcards/weak-queue/route.ts","<100KB","1","3171","81","","body/content (1)","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/lessons/ai-drafts/:id/regenerate-section","src/app/api/admin/lessons/ai-drafts/[id]/regenerate-section/route.ts","<100KB","1","3079","78","","body/content (1)","","No immediate reduction needed; keep select shape and pagination."
"/api/questions/strategy-counts","src/app/api/questions/strategy-counts/route.ts","<100KB","1","2982","81","","body/content (1)","","No immediate reduction needed; keep select shape and pagination."
"/api/learner/social/friends/:connectionId","src/app/api/learner/social/friends/[connectionId]/route.ts","<100KB","1","2977","58","","body/content (1)","2 select shape(s)","No immediate reduction needed; keep select shape and pagination."
"/api/practice-tests/cat-readiness","src/app/api/practice-tests/cat-readiness/route.ts","<100KB","1","2928","86","","body/content (1)","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/blog/:id/duplicate","src/app/api/admin/blog/[id]/duplicate/route.ts","<100KB","1","2853","84","","flashcard back/pearls (1)","2 select shape(s)","No immediate reduction needed; keep select shape and pagination."
"/api/learner/adaptive-recommendations","src/app/api/learner/adaptive-recommendations/route.ts","<100KB","1","2811","71","","body/content (1)","","No immediate reduction needed; keep select shape and pagination."
"/api/flashcards/study-queue","src/app/api/flashcards/study-queue/route.ts","<100KB","1","2725","59","","body/content (1)","pagination/cursor parameters","No immediate reduction needed; keep select shape and pagination."
"/api/learner/social/challenges/:challengeId","src/app/api/learner/social/challenges/[challengeId]/route.ts","<100KB","1","2548","52","","body/content (1)","2 select shape(s)","No immediate reduction needed; keep select shape and pagination."
"/api/learner/pathway-lesson-practice-questions","src/app/api/learner/pathway-lesson-practice-questions/route.ts","<100KB","1","2521","63","","body/content (1)","","No immediate reduction needed; keep select shape and pagination."
"/api/study-tools/session","src/app/api/study-tools/session/route.ts","<100KB","1","2373","65","","body/content (1)","","No immediate reduction needed; keep select shape and pagination."
"/api/billing/subscription-management","src/app/api/billing/subscription-management/route.ts","<100KB","1","2314","64","","body/content (1)","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/exams","src/app/api/admin/exams/route.ts","<100KB","1","2293","63","1 findMany call(s)","","1 select shape(s); bounded page size; pagination/cursor parameters","No immediate reduction needed; keep select shape and pagination."
"/api/admin/protection-abuse-reviews/:id/action","src/app/api/admin/protection-abuse-reviews/[id]/action/route.ts","<100KB","1","2218","73","","body/content (1)","1 select shape(s)","No immediate reduction needed; keep select shape and pagination."
"/api/learner/pathway-hub-stats","src/app/api/learner/pathway-hub-stats/route.ts","<100KB","1","2156","59","","body/content (1)","pagination/cursor parameters","No immediate reduction needed; keep select shape and pagination."
"/api/auth/resend-verification","src/app/api/auth/resend-verification/route.ts","<100KB","1","2141","67","","body/content (1)","1 select shape(s)","No immediate reduction needed; keep select shape and pagination."
"/api/learner/protection-telemetry","src/app/api/learner/protection-telemetry/route.ts","<100KB","1","2090","63","","body/content (1)","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/social/classrooms","src/app/api/admin/social/classrooms/route.ts","<100KB","1","2018","50","1 findMany call(s)","","1 select shape(s); pagination/cursor parameters","No immediate reduction needed; keep select shape and pagination."
"/api/admin/billing/subscription-actions","src/app/api/admin/billing/subscription-actions/route.ts","<100KB","1","1986","54","","body/content (1)","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/blog/batch-schedule/items/:itemId/retry-repair","src/app/api/admin/blog/batch-schedule/items/[itemId]/retry-repair/route.ts","<100KB","1","1938","55","","body/content (1)","1 select shape(s)","No immediate reduction needed; keep select shape and pagination."
"/api/cron/compute-question-quality","src/app/api/cron/compute-question-quality/route.ts","<100KB","1","1856","51","","flashcard back/pearls (1)","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/blog/:id/image-generate","src/app/api/admin/blog/[id]/image-generate/route.ts","<100KB","1","1814","58","","body/content (1)","3 select shape(s)","No immediate reduction needed; keep select shape and pagination."
"/api/exams/attempt/:id","src/app/api/exams/attempt/[id]/route.ts","<100KB","1","1751","45","","body/content (1)","","No immediate reduction needed; keep select shape and pagination."
"/api/learner/study-path","src/app/api/learner/study-path/route.ts","<100KB","1","1731","45","","body/content (1)","","No immediate reduction needed; keep select shape and pagination."
"/api/learner/personalized-study-plan","src/app/api/learner/personalized-study-plan/route.ts","<100KB","1","1713","37","","body/content (1)","","No immediate reduction needed; keep select shape and pagination."
"/api/learner/account/oauth-disconnect","src/app/api/learner/account/oauth-disconnect/route.ts","<100KB","1","1686","50","","body/content (1)","1 select shape(s)","No immediate reduction needed; keep select shape and pagination."
"/api/debug/clear-login-lock","src/app/api/debug/clear-login-lock/route.ts","<100KB","1","1633","47","","body/content (1)","","No immediate reduction needed; keep select shape and pagination."
"/api/learner/rn-coaching-context","src/app/api/learner/rn-coaching-context/route.ts","<100KB","1","1617","38","","body/content (1)","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/storage/upload","src/app/api/admin/storage/upload/route.ts","<100KB","1","1595","52","","body/content (1)","","No immediate reduction needed; keep select shape and pagination."
"/api/study-plan","src/app/api/study-plan/route.ts","<100KB","1","1521","46","","body/content (1)","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/ai/drafts/flashcards/:id/review","src/app/api/admin/ai/drafts/flashcards/[id]/review/route.ts","<100KB","1","1499","45","","body/content (1)","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/ai/drafts/questions/:id/review","src/app/api/admin/ai/drafts/questions/[id]/review/route.ts","<100KB","1","1497","45","","body/content (1)","","No immediate reduction needed; keep select shape and pagination."
"/api/learner/adaptive-loop","src/app/api/learner/adaptive-loop/route.ts","<100KB","1","1402","44","","body/content (1)","","No immediate reduction needed; keep select shape and pagination."
"/api/learner/social/connect","src/app/api/learner/social/connect/route.ts","<100KB","1","1382","30","","body/content (1)","","No immediate reduction needed; keep select shape and pagination."
"/api/learner/social/groups/join","src/app/api/learner/social/groups/join/route.ts","<100KB","1","1369","27","","body/content (1)","","No immediate reduction needed; keep select shape and pagination."
"/api/study-tools/inventory","src/app/api/study-tools/inventory/route.ts","<100KB","1","1285","32","","body/content (1)","","No immediate reduction needed; keep select shape and pagination."
"/api/modules/ecg/worksheets","src/app/api/modules/ecg/worksheets/route.ts","<100KB","1","1259","40","1 findMany call(s)","","1 select shape(s); pagination/cursor parameters","No immediate reduction needed; keep select shape and pagination."
"/api/learner/insights","src/app/api/learner/insights/route.ts","<100KB","1","1253","30","","body/content (1)","","No immediate reduction needed; keep select shape and pagination."
"/api/learner/baseline-assessment/status","src/app/api/learner/baseline-assessment/status/route.ts","<100KB","1","1190","31","","body/content (1)","pagination/cursor parameters","No immediate reduction needed; keep select shape and pagination."
"/api/admin/content-audit/high-end-completeness","src/app/api/admin/content-audit/high-end-completeness/route.ts","<100KB","1","1189","37","","body/content (1)","","No immediate reduction needed; keep select shape and pagination."
"/api/admin/lessons/ai-drafts","src/app/api/admin/lessons/ai-drafts/route.ts","<100KB","1","1184","39","1 findMany call(s)","","1 select shape(s); bounded page size; pagination/cursor parameters","No immediate reduction needed; keep select shape and pagination."
"/api/learner/post-exam-coaching-context","src/app/api/learner/post-exam-coaching-context/route.ts","<100KB","1","1173","28","","body/content (1)","","No immediate reduction needed; keep select shape and pagination."
"/api/marketing/stamp-checkout-global-region-context","src/app/api/marketing/stamp-checkout-global-region-context/route.ts","<100KB","1","1149","30","","body/content (1)","pagination/cursor parameters","No immediate reduction needed; keep select shape and pagination."
